Text,CustomName
"I didn't think I would like chocolate in my granola, but this is awesome stuff. When a craving for something sweet hits, now I know I am eating a healthy alternative to the chocolate I usually eat. The walnuts and cranberrys are just gravy. Really good snack when you want something sweet.",Cereal
"I didn't think I would like chocolate in my granola, but this is awesome stuff. When a craving for something sweet hits, now I know I am eating a healthy alternative to the chocolate I usually eat. The walnuts and cranberrys are just gravy. Really good snack when you want something sweet.",Cereal
"This (and most of the Malt o Meal brand cereals) taste just as good as the major name brands, but not the with the high price. Great if your on any kind of a budget.",Cereal
consistency is ok but product is absolutely tasteless - might be possible to add to other cereals but not much fun to eat by itself,Cereal
consistency is ok but product is absolutely tasteless - might be possible to add to other cereals but not much fun to eat by itself,Cereal
"I didn't think I would like chocolate in my granola, but this is awesome stuff. When a craving for something sweet hits, now I know I am eating a healthy alternative to the chocolate I usually eat. The walnuts and cranberrys are just gravy. Really good snack when you want something sweet.",Cereal
"This is a pleasantly vanilla-tinged breakfast cereal.  Organic and gluten free, at about $3 per 10oz box it may not be for everyone, but for those who need to worry about gluten, this cereal is definitely not a trade-off on taste.  I like the texture too, with a satisfying crunchiness that's filling.  I definitely recommend giving this a try.",Cereal
"This is just and FYI for you guys, you ca buy this exact same box, of these exact same noodles at a korean market for around 16$'s. You can get them for .80-.99$'s (most placed will still cut you a bulk deal for around 18$ a box) from any grocery store with an Asian section (I'm sure they're 5$'s a piece in California, NY or ""wherever"" so chill out ninnies). Don't get ripped off for these if you've got any of the aforementioned within easy access.",Noodle
"I wasn't too sure about trying this product because the price seemed too good to be true-gluten free products are usually so much more expensive. What a pleasant surprise! We really liked it, we really liked it! Seriously, this product is worth a try. I used it for a base for lasagne and for a change from the regular spaghetti noodles. Delicious!",Noodle
I am on a low carb diet and have lost 25 pounds.  I was so tired of eating meat all the time but too nervous to splurge on pasta until I came across this product on Amazon.  I cook it a minute or two longer than the directions and top it with full fat Greek yogurt and parm cheese and one serving is so filling and yummy.  Definitely cures my cravings and am now on subscribe and save.  My hubby and son love it too!,Noodle
"I wasn't too sure about trying this product because the price seemed too good to be true-gluten free products are usually so much more expensive. What a pleasant surprise! We really liked it, we really liked it! Seriously, this product is worth a try. I used it for a base for lasagne and for a change from the regular spaghetti noodles. Delicious!",Noodle
"I wasn't too sure about trying this product because the price seemed too good to be true-gluten free products are usually so much more expensive. What a pleasant surprise! We really liked it, we really liked it! Seriously, this product is worth a try. I used it for a base for lasagne and for a change from the regular spaghetti noodles. Delicious!",Noodle
"Product tastes really good, just like regular pasta if you ask me. However, it does take twice as long to cook...which is fine by me if it has lower carbs.",Noodle
I love eating soba noodles and this is the best sauce I have found so far. I just add some scallions and it is awesome!,Noodle
I love eating soba noodles and this is the best sauce I have found so far. I just add some scallions and it is awesome!,Noodle
"I wasn't too sure about trying this product because the price seemed too good to be true-gluten free products are usually so much more expensive. What a pleasant surprise! We really liked it, we really liked it! Seriously, this product is worth a try. I used it for a base for lasagne and for a change from the regular spaghetti noodles. Delicious!",Noodle
"I enjoy these noodles over most other noodles. It's spicy enough to make my nose run, which I like, and the noodles have a nice texture to them.",Noodle
"I have looked locally and cannot locate sardines packed in tomato, let alone the nice small sardines.  These are absolutely delicious and I am very happy I selected the autoship option.",Salty Food Products
"Very flavorful and gives amazing taste to salads and food in general. Just a pinch make a huge difference in the way your food tastes like.  This is the only type of salt I am using since I discovered it. I put it on meat, fish, veggies, salads, soups,etc. Everything tastes better with this salt. I wish they would offer it in bigger sizes. I usually order 4 at a time so they last for a while since the size is small. You will not be sorry for ordering this salt.",Salty Food Products
It's so hard to find no sodium seasonings (other than Mrs. Dash) - this is a great product at a great price!,Salty Food Products
"Very flavorful and gives amazing taste to salads and food in general. Just a pinch make a huge difference in the way your food tastes like.  This is the only type of salt I am using since I discovered it. I put it on meat, fish, veggies, salads, soups,etc. Everything tastes better with this salt. I wish they would offer it in bigger sizes. I usually order 4 at a time so they last for a while since the size is small. You will not be sorry for ordering this salt.",Salty Food Products
"Very flavorful and gives amazing taste to salads and food in general. Just a pinch make a huge difference in the way your food tastes like.  This is the only type of salt I am using since I discovered it. I put it on meat, fish, veggies, salads, soups,etc. Everything tastes better with this salt. I wish they would offer it in bigger sizes. I usually order 4 at a time so they last for a while since the size is small. You will not be sorry for ordering this salt.",Salty Food Products
"I grew up in Portugal eating the real thing, fresh, grilled sardines, and these are very close to that.  They're the best that I have found in this country.  Highly recommend. PLus, it's great that they are in olive oil.",Salty Food Products
I'm on a very low sodium intake- 300mgs per day- and these are great. Good taste and low sodium. I just put a little mustard on them and yum!,Salty Food Products
I'm on a very low sodium intake- 300mgs per day- and these are great. Good taste and low sodium. I just put a little mustard on them and yum!,Salty Food Products
"Very flavorful and gives amazing taste to salads and food in general. Just a pinch make a huge difference in the way your food tastes like.  This is the only type of salt I am using since I discovered it. I put it on meat, fish, veggies, salads, soups,etc. Everything tastes better with this salt. I wish they would offer it in bigger sizes. I usually order 4 at a time so they last for a while since the size is small. You will not be sorry for ordering this salt.",Salty Food Products
"I need to watch my sodium - but I'm not really a fan of salty foods in the first place.  These almonds are perfect, at half the salt.  I would prefer them over the regular salted almonds any day!  I have no idea why anyone would want to put MORE salt on these delicious nuts.  The three-count 16-ounce bags (with Prime shipping) pop on and off of Amazon - buy them when they are available.  Otherwise you must buy the six-pack of small cans, at a higher price per ounce.",Salty Food Products
"Excellent choice for a high fiber cracker.  These taste great and like other Back to Nature items, don't have all the undesirable ingredients you'd like to avoid if necessary. Whole wheat, safflower oil, salt and Vitamin E -- perfect.",Crackers
"My family loves the taste of these.  They're a bit high in sodium for my liking and for the price, I wish they were organic.  I have purchased the Heart to Heart brand, but they taste much staler and have a strange aftertaste compared to these crackers.  Too bad, because Heart to Heart has half the sodium.",Crackers
"These vegetable flavored crackers are a pleasant surprise for those of us who are gluten sensitive.  They have an almost pizza-like fragrance and taste very nice indeed. As a veteran of sampling rice crackers, cakes, etc., as well as crackers of other grains, I must say this Glutino texture is much preferable to the hard crackle rice flour gives to crackers and, too, the flavor is quite good. I have subscribed to have them delivered as a result.",Crackers
"These vegetable flavored crackers are a pleasant surprise for those of us who are gluten sensitive.  They have an almost pizza-like fragrance and taste very nice indeed. As a veteran of sampling rice crackers, cakes, etc., as well as crackers of other grains, I must say this Glutino texture is much preferable to the hard crackle rice flour gives to crackers and, too, the flavor is quite good. I have subscribed to have them delivered as a result.",Crackers
"Pirate's Booty, Aged White Cheddar tastes very similar to Cheetos white cheddar snacks without all of the calories and fat.  Even my teenage son (who hates anything healthy) loves them!  They're great when you crave a salty snack and don't want a b-zillion calories.",Crackers
"I had these crackers in a snack box on a recent Delta flight and enjoyed them so much I searched the internet to see where I could purchase them locally.  Unfortunately, I couldn't find a store in my area that sold them.  The taste is so good you can eat them just as a snack or serve with dips or spreads.  I ordered the Roasted Garlic with Rosemay and also the onion flavored version (which I haven't tried, yet).  Although some reviewers said their Wisecrackers showed up in bits and pieces, mine were in perfect shape.",Crackers
"We have been looking for a cracker for our daughter whom we have just put on the GFCF diet. The Glutino cracker is about as close to a ""normal"" cracker that we have come across. The rest of us who are not on the diet even think these are good. They have a yummy buttery and salty taste to them. We bought them here on amazon.com in a case of 6 boxes for $24. Very reasonable. Highly recommend to anyone on the GFCF diet who misses their crackers. Makes a nice snack to pack in the car for road trips or flights.",Crackers
"I just ordered 5 boxes of Solbites to give to my customers at Fiat of Montgomeryville.  Within a week the supply was depleted.  Great packaging, great taste, great addition to the cluttered assortment of snacks.  Solbites gets five stars from Fiat of Montgomeryville.  Look for our next order!",Crackers
"I had these crackers in a snack box on a recent Delta flight and enjoyed them so much I searched the internet to see where I could purchase them locally.  Unfortunately, I couldn't find a store in my area that sold them.  The taste is so good you can eat them just as a snack or serve with dips or spreads.  I ordered the Roasted Garlic with Rosemay and also the onion flavored version (which I haven't tried, yet).  Although some reviewers said their Wisecrackers showed up in bits and pieces, mine were in perfect shape.",Crackers
"Looking for a delicious crunchy snack that won't go straight to your waistline? These paper thin - beautifully seasoned crackers hold up perfectly on their own and to any/all of your favorite toppings. Hummus, cheese (hard and spreadable), vegetable wafers (cucumbers, zucchini, roasted peppers etc), chip dips, salsa... I could go on forever. At 120 calories for 19 crackers (0 calories from fat) these wonderful wafers will satisfy any snack attack and you'll feel great about eating them. I initially found these in a ""Health Food Store"" but Amazon sells and ships them for cheaper money. Quality was as good or better. Well... that's what I think. Oh, and YUM!",Crackers
"My cat is used to eating Weruva and Tiki Cat, so I wasn't sure how he would take to this brand. This doesn't look at all like the previous two brands (which actually look like people food) whereas BFF brand looks like typical cat food. Lou isn't normally picky, but he doesn't eat this food quite as quickly as Tiki or Weruva. I bought two cases of 10 (Tuna & Bonito and Tuna & Shrimp) and while it's a good price, I think next time we'll stick to Weruva for big cans of food and Tiki for small cans (he gets one big can in the am and one small can in the pm!) I'd buy this stuff again in the future if I was in a pinch, as it's not a bad food...I just like my cats food to look more like real fish or chicken vs over processed ""stuff"". But good ingredients and grain free at a good price!",Cat Food
"I was a little surprised by the problems experienced by Soulwriterchick per her review. Four adult cats in our house, two with sensitive gut or skin, have been eating this stuff for two months. They like it (after several tentative days) as well as the similar-quality (but too expensive) ""Halo Spot's Stew Natural Dry Cat Food."" Their preference for this food is the same as their preference for the much cheaper (by the 20-lb bag) Iams Adult Active Maturity. Natural Balance has better ingredients, though. Comparing these 3 products with Science Diet: They like the new Science Diet Age Defying Senior Dry Cat Food best by flavor (costs almost as much as Halo) BUT the Science Diet foods have ingredients no better in quality than the far cheaper IAMS and the cats, all of them, eat far too much of the Science Diet (or act like they're starving), making it the least economical of the bunch. It's clear the ""scientists"" at Science Diet have developed some kind of kittie-cocaine. grrr.  update:  after another month of use, I find the gang, after getting used to the non-standard taste, have migrated to this dry food and have not been eating as much of the IAMS or a sensitive-cat Purina product. They also like the Halo product a lot now.  5-month Update:  A recent emotional blow for the cats, losing their older brother, seems to have made them very fussy about food. I had also made the mistake of giving them some canned food a few months back--a BIG mistake. Anyhow, at present, they are refusing to eat this Natural Balance Dry food. It is good stuff. I just have to figure out how to get them back on track.",Cat Food
"My cat was extremely ill and I had to give him 7 pills a day. He's a big kitty--about 20 lbs--and was really fighting me, or taking the pill and then spitting it out. I came across these while searching for something else and decided to try them. Wow! What a difference. As soon as he heard me open the bag he came running to get his ""treat."" This has got to be one of the best ideas I've ever seen. I highly recommend these.",Cat Food
"I was a little surprised by the problems experienced by Soulwriterchick per her review. Four adult cats in our house, two with sensitive gut or skin, have been eating this stuff for two months. They like it (after several tentative days) as well as the similar-quality (but too expensive) ""Halo Spot's Stew Natural Dry Cat Food."" Their preference for this food is the same as their preference for the much cheaper (by the 20-lb bag) Iams Adult Active Maturity. Natural Balance has better ingredients, though. Comparing these 3 products with Science Diet: They like the new Science Diet Age Defying Senior Dry Cat Food best by flavor (costs almost as much as Halo) BUT the Science Diet foods have ingredients no better in quality than the far cheaper IAMS and the cats, all of them, eat far too much of the Science Diet (or act like they're starving), making it the least economical of the bunch. It's clear the ""scientists"" at Science Diet have developed some kind of kittie-cocaine. grrr.  update:  after another month of use, I find the gang, after getting used to the non-standard taste, have migrated to this dry food and have not been eating as much of the IAMS or a sensitive-cat Purina product. They also like the Halo product a lot now.  5-month Update:  A recent emotional blow for the cats, losing their older brother, seems to have made them very fussy about food. I had also made the mistake of giving them some canned food a few months back--a BIG mistake. Anyhow, at present, they are refusing to eat this Natural Balance Dry food. It is good stuff. I just have to figure out how to get them back on track.",Cat Food
"Before I was educated about feline nutrition, I allowed my cats to become addicted to dry cat food. I always offered both canned and dry, but wish I would have fed them premium quality canned food and limited dry food. I have two 15 year old cats and two 5 year old cats. The only good quality dry foods they will eat are Wellness and Innova. Innova's manufacturer was recently purchased by Procter&Gamble. I began looking for a replacement. After once again offering several samples (from my local holistic pet store) Holistic Select was the only one (other than the usual Wellness and Innova) they would eat. For finicky cats, I recommend trying Holistic Select. It is a good quality food that is very palatable for finicky eaters.",Cat Food
"Before I was educated about feline nutrition, I allowed my cats to become addicted to dry cat food. I always offered both canned and dry, but wish I would have fed them premium quality canned food and limited dry food. I have two 15 year old cats and two 5 year old cats. The only good quality dry foods they will eat are Wellness and Innova. Innova's manufacturer was recently purchased by Procter&Gamble. I began looking for a replacement. After once again offering several samples (from my local holistic pet store) Holistic Select was the only one (other than the usual Wellness and Innova) they would eat. For finicky cats, I recommend trying Holistic Select. It is a good quality food that is very palatable for finicky eaters.",Cat Food
"cats - if you are owned by a cat you know how fussy they can be.  My adopted feral cat just loves these treats.  I love spoiling her but they are so expensive at the grocery store.  Now, thansk to Amazon.com I can buy them in multiples. The price is cheaper, and what can I say about the convenience of having them shipped to the door!",Cat Food
"When I bought this food, I saw the image and price and assumed that I would be paying a fair price ($1 less per bag than the grocery store) for low grade cat food. The image and price combination led me to think that I would be paying $45 for 6 18lb+ bags - a good deal. When I received six 3.6lb bags, I thought there had been a mistake. Nope. So, I spend $40+ returning it (I bought three 6 packs - oops) and now Ozbo customer service tells me they take 2-3 weeks processing returns! My kitties need food now, and these people want to sit on my $180 for that long? DO NOT BUY FROM THESE SCAMMERS !!!",Cat Food
"I honestly have to say that I just won't buy this variety. It looks bad, smells bad and I'm sure tastes bad because my cat won't touch it.  No way, no how, won't even look at it.  My other cat was the same way with this one.  It just looks like a huge ground up mess of leftovers they had at a fish market.  I'm sure some cats must like it because it's still being made, but there's other things out there much, much better than this one.",Cat Food
"I don't want anyone to think this is an unfair review of the product, it's more of a warning from my own personal experience so others don't make a mistake.  When I got my new kitten from the humane society they sent him home with a goodie bag that happened to include these treats. I started feeding them to him and he seemed to like it. Then I noticed he would vomit occasionally. It was only after closer inspection did I realize these treats are for cats 6 MONTHS AND OLDER. I'm sure there's a reason for this, they caused his vomiting. I switched to a different temptations medley and he hasn't vomited since. So keep in mind, there IS a reason they limit these to older cats, they really aren't kitten safe. I only wish my humane society realized this before sending them home with him. I can only imagine they feed these to all the cats in their care without reading the package.",Cat Food
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"It's light and refreshing.  I've tasted fresh coconut water right out from the coconut.  The Western coconuts like the ones from the Caribbean are a bit on the salty side but the sweet ones are from the tropical areas in the Far East like Indonesia.  So, comparing this to the Western coconut water, it's way better and much more refreshing.  Comparing this to the Indonesian coconut water, it's below par.  All in all, it's still pretty good.",Coconut Products
"Being originally from a latin-american country, coconut water is one of those essential summer week-end drinks that we not only enjoyed as refreshments, but loved for all the no nonsense nutritional information our parents would throw at us about it.  And though it's been a while since I've had a real hard shelled coconut spliced open to insert a straw and enjoy, this little pack did its job of refreshing me with that wonderful taste, and make me feel proud of the nutrition I was getting out of it.  Packaged in a handy little container, it keeps the product fresh and with all its flavorful attributes.  Delicious, refreshing, nutritious.  It's definitely worth a try, and you long for the real thing but are far from a tropical beach, this might be your best substitute.",Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
"It's light and refreshing.  I've tasted fresh coconut water right out from the coconut.  The Western coconuts like the ones from the Caribbean are a bit on the salty side but the sweet ones are from the tropical areas in the Far East like Indonesia.  So, comparing this to the Western coconut water, it's way better and much more refreshing.  Comparing this to the Indonesian coconut water, it's below par.  All in all, it's still pretty good.",Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"Hi, I am very disappointed with the past shipment I received of the ONE coconut water. 3 of the boxes were leaking and the coconut water was spoiled.  Thanks.  Laks",Coconut Products
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
Great coconut oil! Purchased this to use when making my own popcorn & it is great.  My whole family loves the taste.  After buying this I read that virgin coconut oil is the most healthy for popcorn & was thrilled to get it & see that it is virgin coconut oil.  Love it!  Hope it comes in a larger container for next time!,Popcorn
"Pops up great in the microwave (a handful of kernels in a brown paper lunch bag folded up and taped shut for ~3 minutes) with almost no leftover kernels.  I'm a popcorn seasoning junkie, but this popcorn is so fresh and flavorful that a little butter and salt does the job.  It's also been my experience so far that Snappy is a little less prone to getting scorched than grocery store popcorn.  Higher moisture content, maybe?  Either way, it's nice to have fewer unpleasant burnt surprises.",Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
Great coconut oil! Purchased this to use when making my own popcorn & it is great.  My whole family loves the taste.  After buying this I read that virgin coconut oil is the most healthy for popcorn & was thrilled to get it & see that it is virgin coconut oil.  Love it!  Hope it comes in a larger container for next time!,Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
"So far I'm not impressed with this popcorn. It's tender when popped, but it's really annoying how much doesn't pop. I'm going to add a little water and then let it sit, closed up, for a while and see if that helps. As of right now, I wouldn't buy this popcorn again.",Popcorn
I have been buying Garden of Life products for several years now and have tried other coconut oils but still come back to Garden of Life.  Even though it cost more than other brands it still taste the best.,Oil Products
I use this olive oil daily.  This was a great price and the free shipping made it even better.,Oil Products
"I haved use this and wow I never knew how good olive oil could taste. I was so used to Bertolli, I will never go back as long as I can find Zoe at such a good price.",Oil Products
I use this olive oil daily.  This was a great price and the free shipping made it even better.,Oil Products
This is an excellent product and a good price...I have been using coconut oil in most of my cooking now...,Oil Products
This is an excellent product and a good price...I have been using coconut oil in most of my cooking now...,Oil Products
"I found this product at a little tiny store. I bought it figuring what the heck. My hair is damaged and a little bit fried. this product gave me shine, it calmed most of my frizzies, and a wonderful subtle scent to go with it. i love this product...the only down side is its a little bit hard to find.",Oil Products
I love this coconut oil. It adds a great coconut flavor to baked goods. I love the coconut smell when I use it as lotion or hair conditioner. Tastes good and so healthy for you too! Good bargain when you get free shipping through Amazon.,Oil Products
"This oil has a wonderful, mild, roasted walnut flavor that I found irresistible in a salad dressing (it will now be my go-to oil for homemade dressings).  There is a recipe for vinaigrette right on the back of the can.  Bought it because it's omega-3 content is second only to flaxseed oil, plus, it's made in California!  Definitely buy it on Amazon, so much cheaper than the grocery store.",Oil Products
"LOVE this stuff! Since reading that olive oil is best just used for cold, not cooked items, I use it for cooking as well as a condiment on sandwiches, a spread on whole grain breads, and even added to protein shakes. It is soooo healthy. Anyone reading up on it should make sure they are reading current info--not old, no longer valid statements. I even use it on my face. I ordered a jar to see if I liked it, which I do, and have since gone on Amazon's auto-ship program: Couldn't be more convenient. Good price savings, too.",Oil Products
"The soup is very tasty. I add flavor with dried parsley flakes, celery seed and lots of pepper. This is the second time I've received a shipment of Campbells's Healthy Choice Chicken Noodle soup. I am reluctant to order it again since almost every can was dented in the last batch. That said, I wish Amazon carried the Homestyle chicken noodle soup. I like that better as the noodles are smaller and firmer.",Soup
"Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.  I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.  For a canned soup that much more closely resembles real tortilla soup, try  Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12) .",Soup
"This is just Fantastic Chicken Noodle soup, the best I have ever eaten, with large hearty chunks of chicken,and vegetables and nice large noodles. This soup is just so full bodied, and is seasoned just right.  I am so glad Amazon carries this product.  I just can't find it here in Vermont.",Soup
"Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.  I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.  For a canned soup that much more closely resembles real tortilla soup, try  Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12) .",Soup
"Decided to try this out with no information on the product or past experience with the company because I'm familiar with powdered soup mix in general and if this one specifically tasted weird I could probably do something myself to make it better.  The soup is good.  Four stars because the garlic and onion flavors are a bit strong.  If you are on a low sodium diet, you'll want to steer clear, because the sodium content is pretty high.  To be expected with a product like this, but you never can tell.  Over all, I don't regret my purchase, and may even buy again in the future.",Soup
"Decided to try this out with no information on the product or past experience with the company because I'm familiar with powdered soup mix in general and if this one specifically tasted weird I could probably do something myself to make it better.  The soup is good.  Four stars because the garlic and onion flavors are a bit strong.  If you are on a low sodium diet, you'll want to steer clear, because the sodium content is pretty high.  To be expected with a product like this, but you never can tell.  Over all, I don't regret my purchase, and may even buy again in the future.",Soup
"A nearby Fresh and Easy Neighborhood Market stocks a number of gourmet imported products and I enjoy trying them. One is a variety of Baxters soups from Canada. Today, I had the Butternut Squash and Red Pepper Soup. Quite good. Smooth and mellow. Mild taste, but delicious. Goes down real easy and it only comes to 90 calories per serving (2 servings per can). Alas, the sodium content is a bit higher than I like. Otherwise, very good.  Gary Peterson",Soup
"This is one of the worse tasting soups I've ever eaten. I hated it, and now I have a full case.  It tastes bitter to me, and my husband wouldn't even try it.  Only my cat was trying to reach it on the counter!",Soup
I got a really good deal of this item in amazon. Amazon provides must cheaper price than local stores. The noodle includes two separate soup powders that make the taste so amazing.,Soup
"Tried this and the Chicken, neither left a pleasant taste at all. They were bitter and just not good for a soup base.",Soup
"compared to other egg proteins I have recently used, this one is very sweet.  It is sweetened with splenda, so still very low in actual sugar/carbs.  I prefer to use an unsweetened version and put fruit in the blender with it to naturally sweeten it, but my wife likes this one b/c its easy to instantize in milk (we use almond milk) with a spoon.  No blender required.",Protein Powder
I used the hemp seeds every morning with my protein shake. The taste is great and they are so healthy!!!,Protein Powder
"I really like this protein drink. I'm pregnant and trying to increase protein in my diet without adding a whole lot of extra calories or fat. This is the perfect solution. I usually mix it with a combination of 1/2 plain almond milk and half water. I also usually add a little more liquid than it says in the directions, otherwise I find it too sweet. The nice thing is that it is sweetened with stevia instead of a calorie-filled sugar of some sort. I prefer egg protein to other proteins because soy is often GMO and not recommended in high doses in pregnancy (or for anyone actually), and whey protein is a dairy product, which I generally don't tolerate well. Egg protein is perfect for my needs.",Protein Powder
I used the hemp seeds every morning with my protein shake. The taste is great and they are so healthy!!!,Protein Powder
"I agree with the others that say this is one of the best hemp shakes out there. I started off with the original Nutiva hemp powder and once I finished that I decided to try the chocolate. It is amazing! It is much easier for me to gulp this down in the morning. I mix it up in a Blender Bottle (also sold on Amazon) with a little water and some type of milk. I really like mixing it with vanilla hemp milk or whole grain rice milk but regular milk works fine, too!  Nutiva is the LEAST grainy hemp shake I have come across yet. I have tried several kinds and even though I can drink them I much prefer Nutiva over any other.",Protein Powder
"I agree with the others that say this is one of the best hemp shakes out there. I started off with the original Nutiva hemp powder and once I finished that I decided to try the chocolate. It is amazing! It is much easier for me to gulp this down in the morning. I mix it up in a Blender Bottle (also sold on Amazon) with a little water and some type of milk. I really like mixing it with vanilla hemp milk or whole grain rice milk but regular milk works fine, too!  Nutiva is the LEAST grainy hemp shake I have come across yet. I have tried several kinds and even though I can drink them I much prefer Nutiva over any other.",Protein Powder
"I like this protein powder. On its own it is too sweet and has more caffeine than I should have at one time, so I mix one scoop of it with a scoop of EAS 100% whey chocolate protein powder and it makes the perfect protein drink for me. I use this product daily.",Protein Powder
"I have been taking this for many years and love it.  The taste isn't bad at all, though, if you are used to having your Protein Drink sweetened with a lot of sugar or other sweetener, you will be disappointed as this does not taste like a McDonald's Milk Shake.  But the taste is fine.  It is hard to underestimate the nutritional value of this product, as in addition to 26 grams of vegan protein, it is loaded with other healthful nutrients.  Each scoop has a pound of dried fruit and a pound of dried vegetables in it, plus a vitamin complex, and enzymes.  If you are looking for a really excellent Vegan Protein this is the ticket, plus it serves as a meal replacement and a multi-vitamin.",Protein Powder
"I don't usually like protein drinks  I DO love coffee and was looking for a good iced coffee mix  This fits the bill perfectly - plus it's good for me :)  I find the vanilla flavor very nice, the texture not very chalky, and the amount in the canister perfect!  I mix with milk - never tried water - it might not be as tasty that way...",Protein Powder
"So far have tried two flavors, this and oat & raisins and prefer the other better. This flavor tastes a little bland compared to the other for some reason even though it has more ingredients. But it's not inedible or anything, just a little bland.  As for whether it helps you feel full.... I'd say it doesn't for me cause it's just a 3oz size afterall and I'm used to eating a lot more. But I always skip breakfast so eating this is better than nothing considering studies show breakfast is the most important meal of the day. Eating breakfast also helps you lose weight and raise metabolism.  I'd give the taste 3 stars but bought it for amazing $2 (17 cents each cookie) so price gets 5 stars which avg out to 4 stars.",Protein Powder
We really like this peanut butter. The taste is great as my kids do not eat the completely natural peanut butter with only peanuts and salt. I don't care for it much either. This is a nice in-between that I feel is pretty healthy. We get this auto-shipped by Amazon for convenience and price. We go through a lot of PBJs for 3 kids' school lunches and I eat quite a few of them too!,Peanut Butter
"Absolutely the best Nutella alternative. I actually prefer it over nutella, it tastes so rich and just plain phenomenal! A bit more hazelnutty than Nutella, gah just great!",Peanut Butter
"It really does taste good!  I don't like to measure anything... So if you put in too much water, you can just add more peanut powder to make it thicker.  Though, if you don't like the creamy kind of peanut butter and only like the chunky kind, this might not be for you.",Peanut Butter
