Text,CustomName
"Before I was educated about feline nutrition, I allowed my cats to become addicted to dry cat food. I always offered both canned and dry, but wish I would have fed them premium quality canned food and limited dry food. I have two 15 year old cats and two 5 year old cats. The only good quality dry foods they will eat are Wellness and Innova. Innova's manufacturer was recently purchased by Procter&Gamble. I began looking for a replacement. After once again offering several samples (from my local holistic pet store) Holistic Select was the only one (other than the usual Wellness and Innova) they would eat. For finicky cats, I recommend trying Holistic Select. It is a good quality food that is very palatable for finicky eaters.",Cat Food
"Mycodex Plus Environmental Control Aerosol Household Spray is amazing. The basement was full of fleas this year. One can sprayed onto the basement floor took care of the problem. Other products have been tried, as well as flea bombs having been set off. Nothing else seemed to work. This stuff is A Plus. Would definitely use again if ever there was a need.",Cat Food
"Before I was educated about feline nutrition, I allowed my cats to become addicted to dry cat food. I always offered both canned and dry, but wish I would have fed them premium quality canned food and limited dry food. I have two 15 year old cats and two 5 year old cats. The only good quality dry foods they will eat are Wellness and Innova. Innova's manufacturer was recently purchased by Procter&Gamble. I began looking for a replacement. After once again offering several samples (from my local holistic pet store) Holistic Select was the only one (other than the usual Wellness and Innova) they would eat. For finicky cats, I recommend trying Holistic Select. It is a good quality food that is very palatable for finicky eaters.",Cat Food
"My cat was extremely ill and I had to give him 7 pills a day. He's a big kitty--about 20 lbs--and was really fighting me, or taking the pill and then spitting it out. I came across these while searching for something else and decided to try them. Wow! What a difference. As soon as he heard me open the bag he came running to get his ""treat."" This has got to be one of the best ideas I've ever seen. I highly recommend these.",Cat Food
"My cat was extremely ill and I had to give him 7 pills a day. He's a big kitty--about 20 lbs--and was really fighting me, or taking the pill and then spitting it out. I came across these while searching for something else and decided to try them. Wow! What a difference. As soon as he heard me open the bag he came running to get his ""treat."" This has got to be one of the best ideas I've ever seen. I highly recommend these.",Cat Food
"cats - if you are owned by a cat you know how fussy they can be.  My adopted feral cat just loves these treats.  I love spoiling her but they are so expensive at the grocery store.  Now, thansk to Amazon.com I can buy them in multiples. The price is cheaper, and what can I say about the convenience of having them shipped to the door!",Cat Food
"When I bought this food, I saw the image and price and assumed that I would be paying a fair price ($1 less per bag than the grocery store) for low grade cat food. The image and price combination led me to think that I would be paying $45 for 6 18lb+ bags - a good deal. When I received six 3.6lb bags, I thought there had been a mistake. Nope. So, I spend $40+ returning it (I bought three 6 packs - oops) and now Ozbo customer service tells me they take 2-3 weeks processing returns! My kitties need food now, and these people want to sit on my $180 for that long? DO NOT BUY FROM THESE SCAMMERS !!!",Cat Food
"I honestly have to say that I just won't buy this variety. It looks bad, smells bad and I'm sure tastes bad because my cat won't touch it.  No way, no how, won't even look at it.  My other cat was the same way with this one.  It just looks like a huge ground up mess of leftovers they had at a fish market.  I'm sure some cats must like it because it's still being made, but there's other things out there much, much better than this one.",Cat Food
"I don't want anyone to think this is an unfair review of the product, it's more of a warning from my own personal experience so others don't make a mistake.  When I got my new kitten from the humane society they sent him home with a goodie bag that happened to include these treats. I started feeding them to him and he seemed to like it. Then I noticed he would vomit occasionally. It was only after closer inspection did I realize these treats are for cats 6 MONTHS AND OLDER. I'm sure there's a reason for this, they caused his vomiting. I switched to a different temptations medley and he hasn't vomited since. So keep in mind, there IS a reason they limit these to older cats, they really aren't kitten safe. I only wish my humane society realized this before sending them home with him. I can only imagine they feed these to all the cats in their care without reading the package.",Cat Food
"I love the product.  But, the bottle design is terrible.  In order to get the last 1/3 or so of the body wash out of the bottle in a timely manner you would normally store the bottle upside down.  With the pointy top that is impossible.  So, you must stand in the shower the try to shake the remaining product the length of the bottle to squirt it out.  This takes much more time that you'll want it to take.  Redesign the bottle with a flat top...please.",Concentrated Syrup
"Not much you can say about water.  I love sparkling water, and the addition of some natural lime flavor is great.  Love this and go through about 2 cases a month.",Concentrated Syrup
I drink a gallon a day.  This is better than regular sugar kool aid and so much cheaper on amazon.  I order regularly,Concentrated Syrup
"I didn't order because it doesn't indicate anywhere what size the bottle is, I think that's basic information, maybe you should include that in your description",Concentrated Syrup
"Not much you can say about water.  I love sparkling water, and the addition of some natural lime flavor is great.  Love this and go through about 2 cases a month.",Concentrated Syrup
"I didn't order because it doesn't indicate anywhere what size the bottle is, I think that's basic information, maybe you should include that in your description",Concentrated Syrup
"I didn't order because it doesn't indicate anywhere what size the bottle is, I think that's basic information, maybe you should include that in your description",Concentrated Syrup
I had been drinking other mineral waters so far and I did not know how the taste of the mineral water is different from each other until I tried this water. Now I am really satisfied with the pure and good taste of this water and I will keep drinking the water. I would like to recommend this strongly.,Concentrated Syrup
I had been drinking other mineral waters so far and I did not know how the taste of the mineral water is different from each other until I tried this water. Now I am really satisfied with the pure and good taste of this water and I will keep drinking the water. I would like to recommend this strongly.,Concentrated Syrup
"i thot i was satisfied with the spring water i have bought elsewhere UNTIL i bought this brand! best i have ever tasted. no chemical aftertaste.  i have 2 cases a month delivered since i also use it for all cooking needs and ice cubes too. it is soooooo delicious when making a glass of lemonade from fresh lemons with the aforementioned cubes with agave sweetener. mercy! as others have stated, the ups man does all the hard work and i don't have to worry about running out of the most important staple in my household.",Concentrated Syrup
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
Great coconut oil! Purchased this to use when making my own popcorn & it is great.  My whole family loves the taste.  After buying this I read that virgin coconut oil is the most healthy for popcorn & was thrilled to get it & see that it is virgin coconut oil.  Love it!  Hope it comes in a larger container for next time!,Popcorn
"Pops up great in the microwave (a handful of kernels in a brown paper lunch bag folded up and taped shut for ~3 minutes) with almost no leftover kernels.  I'm a popcorn seasoning junkie, but this popcorn is so fresh and flavorful that a little butter and salt does the job.  It's also been my experience so far that Snappy is a little less prone to getting scorched than grocery store popcorn.  Higher moisture content, maybe?  Either way, it's nice to have fewer unpleasant burnt surprises.",Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
Great coconut oil! Purchased this to use when making my own popcorn & it is great.  My whole family loves the taste.  After buying this I read that virgin coconut oil is the most healthy for popcorn & was thrilled to get it & see that it is virgin coconut oil.  Love it!  Hope it comes in a larger container for next time!,Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
Received this set as a gift and they are a wonderful tasting product.  Perfect for my West Bend popcorn maker.,Popcorn
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
"I have tried a few brands of truffle salt.  I like it on popcorn.  I thought that this product would be great since it was 10% truffle instead of the 5% I had been purchasing.  Although the aroma of this product is good, the taste is just bad--not awful, bad.  The bitter flavor is at the front, not an aftertaste and there is not a strong truffle flavor.  I am very disappointed.",Popcorn
"So far I'm not impressed with this popcorn. It's tender when popped, but it's really annoying how much doesn't pop. I'm going to add a little water and then let it sit, closed up, for a while and see if that helps. As of right now, I wouldn't buy this popcorn again.",Popcorn
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"It's light and refreshing.  I've tasted fresh coconut water right out from the coconut.  The Western coconuts like the ones from the Caribbean are a bit on the salty side but the sweet ones are from the tropical areas in the Far East like Indonesia.  So, comparing this to the Western coconut water, it's way better and much more refreshing.  Comparing this to the Indonesian coconut water, it's below par.  All in all, it's still pretty good.",Coconut Products
"Being originally from a latin-american country, coconut water is one of those essential summer week-end drinks that we not only enjoyed as refreshments, but loved for all the no nonsense nutritional information our parents would throw at us about it.  And though it's been a while since I've had a real hard shelled coconut spliced open to insert a straw and enjoy, this little pack did its job of refreshing me with that wonderful taste, and make me feel proud of the nutrition I was getting out of it.  Packaged in a handy little container, it keeps the product fresh and with all its flavorful attributes.  Delicious, refreshing, nutritious.  It's definitely worth a try, and you long for the real thing but are far from a tropical beach, this might be your best substitute.",Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
"It's light and refreshing.  I've tasted fresh coconut water right out from the coconut.  The Western coconuts like the ones from the Caribbean are a bit on the salty side but the sweet ones are from the tropical areas in the Far East like Indonesia.  So, comparing this to the Western coconut water, it's way better and much more refreshing.  Comparing this to the Indonesian coconut water, it's below par.  All in all, it's still pretty good.",Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
this has  too high of a sugar content.  I didn't know they add sugar to coconut water.  Its supposed to be natural.  I am trying to avoid processed sugar.  This is my last order.,Coconut Products
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"This product has a strong after-taste of Crayola crayons!  I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.  To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",Coconut Products
"Hi, I am very disappointed with the past shipment I received of the ONE coconut water. 3 of the boxes were leaking and the coconut water was spoiled.  Thanks.  Laks",Coconut Products
"compared to other egg proteins I have recently used, this one is very sweet.  It is sweetened with splenda, so still very low in actual sugar/carbs.  I prefer to use an unsweetened version and put fruit in the blender with it to naturally sweeten it, but my wife likes this one b/c its easy to instantize in milk (we use almond milk) with a spoon.  No blender required.",Protein Powder
I used the hemp seeds every morning with my protein shake. The taste is great and they are so healthy!!!,Protein Powder
"I really like this protein drink. I'm pregnant and trying to increase protein in my diet without adding a whole lot of extra calories or fat. This is the perfect solution. I usually mix it with a combination of 1/2 plain almond milk and half water. I also usually add a little more liquid than it says in the directions, otherwise I find it too sweet. The nice thing is that it is sweetened with stevia instead of a calorie-filled sugar of some sort. I prefer egg protein to other proteins because soy is often GMO and not recommended in high doses in pregnancy (or for anyone actually), and whey protein is a dairy product, which I generally don't tolerate well. Egg protein is perfect for my needs.",Protein Powder
I used the hemp seeds every morning with my protein shake. The taste is great and they are so healthy!!!,Protein Powder
"I agree with the others that say this is one of the best hemp shakes out there. I started off with the original Nutiva hemp powder and once I finished that I decided to try the chocolate. It is amazing! It is much easier for me to gulp this down in the morning. I mix it up in a Blender Bottle (also sold on Amazon) with a little water and some type of milk. I really like mixing it with vanilla hemp milk or whole grain rice milk but regular milk works fine, too!  Nutiva is the LEAST grainy hemp shake I have come across yet. I have tried several kinds and even though I can drink them I much prefer Nutiva over any other.",Protein Powder
"I agree with the others that say this is one of the best hemp shakes out there. I started off with the original Nutiva hemp powder and once I finished that I decided to try the chocolate. It is amazing! It is much easier for me to gulp this down in the morning. I mix it up in a Blender Bottle (also sold on Amazon) with a little water and some type of milk. I really like mixing it with vanilla hemp milk or whole grain rice milk but regular milk works fine, too!  Nutiva is the LEAST grainy hemp shake I have come across yet. I have tried several kinds and even though I can drink them I much prefer Nutiva over any other.",Protein Powder
"I like this protein powder. On its own it is too sweet and has more caffeine than I should have at one time, so I mix one scoop of it with a scoop of EAS 100% whey chocolate protein powder and it makes the perfect protein drink for me. I use this product daily.",Protein Powder
"I have been taking this for many years and love it.  The taste isn't bad at all, though, if you are used to having your Protein Drink sweetened with a lot of sugar or other sweetener, you will be disappointed as this does not taste like a McDonald's Milk Shake.  But the taste is fine.  It is hard to underestimate the nutritional value of this product, as in addition to 26 grams of vegan protein, it is loaded with other healthful nutrients.  Each scoop has a pound of dried fruit and a pound of dried vegetables in it, plus a vitamin complex, and enzymes.  If you are looking for a really excellent Vegan Protein this is the ticket, plus it serves as a meal replacement and a multi-vitamin.",Protein Powder
"I don't usually like protein drinks  I DO love coffee and was looking for a good iced coffee mix  This fits the bill perfectly - plus it's good for me :)  I find the vanilla flavor very nice, the texture not very chalky, and the amount in the canister perfect!  I mix with milk - never tried water - it might not be as tasty that way...",Protein Powder
"So far have tried two flavors, this and oat & raisins and prefer the other better. This flavor tastes a little bland compared to the other for some reason even though it has more ingredients. But it's not inedible or anything, just a little bland.  As for whether it helps you feel full.... I'd say it doesn't for me cause it's just a 3oz size afterall and I'm used to eating a lot more. But I always skip breakfast so eating this is better than nothing considering studies show breakfast is the most important meal of the day. Eating breakfast also helps you lose weight and raise metabolism.  I'd give the taste 3 stars but bought it for amazing $2 (17 cents each cookie) so price gets 5 stars which avg out to 4 stars.",Protein Powder
"I found this product at a little tiny store. I bought it figuring what the heck. My hair is damaged and a little bit fried. this product gave me shine, it calmed most of my frizzies, and a wonderful subtle scent to go with it. i love this product...the only down side is its a little bit hard to find.",Consumable Oil
I use this olive oil daily.  This was a great price and the free shipping made it even better.,Consumable Oil
This is an excellent product and a good price...I have been using coconut oil in most of my cooking now...,Consumable Oil
I use this olive oil daily.  This was a great price and the free shipping made it even better.,Consumable Oil
This product gave me a horrible rash.  It contains both soybean oil and fragrance which are allergens.  They need to list allergens.,Consumable Oil
This product gave me a horrible rash.  It contains both soybean oil and fragrance which are allergens.  They need to list allergens.,Consumable Oil
This is a great Olive oil. Great price.  I love Colavita products in general. Delivery was fast. Shipping was a bit pricey.,Consumable Oil
"LOVE this stuff! Since reading that olive oil is best just used for cold, not cooked items, I use it for cooking as well as a condiment on sandwiches, a spread on whole grain breads, and even added to protein shakes. It is soooo healthy. Anyone reading up on it should make sure they are reading current info--not old, no longer valid statements. I even use it on my face. I ordered a jar to see if I liked it, which I do, and have since gone on Amazon's auto-ship program: Couldn't be more convenient. Good price savings, too.",Consumable Oil
"This oil has a wonderful, mild, roasted walnut flavor that I found irresistible in a salad dressing (it will now be my go-to oil for homemade dressings).  There is a recipe for vinaigrette right on the back of the can.  Bought it because it's omega-3 content is second only to flaxseed oil, plus, it's made in California!  Definitely buy it on Amazon, so much cheaper than the grocery store.",Consumable Oil
"I haved use this and wow I never knew how good olive oil could taste. I was so used to Bertolli, I will never go back as long as I can find Zoe at such a good price.",Consumable Oil
"A nearby Fresh and Easy Neighborhood Market stocks a number of gourmet imported products and I enjoy trying them. One is a variety of Baxters soups from Canada. Today, I had the Butternut Squash and Red Pepper Soup. Quite good. Smooth and mellow. Mild taste, but delicious. Goes down real easy and it only comes to 90 calories per serving (2 servings per can). Alas, the sodium content is a bit higher than I like. Otherwise, very good.  Gary Peterson",Soup
"Decided to try this out with no information on the product or past experience with the company because I'm familiar with powdered soup mix in general and if this one specifically tasted weird I could probably do something myself to make it better.  The soup is good.  Four stars because the garlic and onion flavors are a bit strong.  If you are on a low sodium diet, you'll want to steer clear, because the sodium content is pretty high.  To be expected with a product like this, but you never can tell.  Over all, I don't regret my purchase, and may even buy again in the future.",Soup
"Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.  I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.  For a canned soup that much more closely resembles real tortilla soup, try  Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12) .",Soup
"Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.  I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.  For a canned soup that much more closely resembles real tortilla soup, try  Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12) .",Soup
I really like this soup.  It is mild and I don't like anything that is to hot.  IT is just right.  Has a good flavor and is something I can take to work and pop in the microwave. I would buy it again and again.,Soup
"Tried this and the Chicken, neither left a pleasant taste at all. They were bitter and just not good for a soup base.",Soup
"I didn't like the taste of this very much.  It was OK, but it tasted a little odd.  I loved their White Lightening Chicken Chili, but don't recommended the Chicken Noodle Soup.",Soup
"This is just Fantastic Chicken Noodle soup, the best I have ever eaten, with large hearty chunks of chicken,and vegetables and nice large noodles. This soup is just so full bodied, and is seasoned just right.  I am so glad Amazon carries this product.  I just can't find it here in Vermont.",Soup
"Tried this and the Chicken, neither left a pleasant taste at all. They were bitter and just not good for a soup base.",Soup
"This is one of the worse tasting soups I've ever eaten. I hated it, and now I have a full case.  It tastes bitter to me, and my husband wouldn't even try it.  Only my cat was trying to reach it on the counter!",Soup
