,Text,Labelled_topic
912,"We got them to add to Special K Red Berry cereal because sometime the end of the bag as fewer than the start.  But now we eat them by the hand full and add them to everything. My Daughter grabs the bag over other snack food, which makes me smile !",4
929,"I got this item as a little gift to my little sister who loves Japan. She, my brother, mother, and I tried it and it tasted great.",4
930,"Love these little packs of raisinets (hooray for portion control!) and when I saw them on amazon, I thought it was a great deal.  6 boxes of 6 packs of raisins!  I pay around $3 for a 6 pack at the grocery store, so this seemed like a really good bargain.  Boy, was I wrong.  I didn't get 6 boxes of the 6-packs, I got ONE six pack.  Which, according to amazon, has a retail price of 20 bucks!  That's insane.  Fortunately, a quick chat with customer service refunded my purchase, but I was still disappointed to find it was ONE pack and not 6.",4
938,"Looks good, but does not open and close smoothly.  The drawer has medal feet that fit into a groove in the bottom of the unit as a track.  The tray sticks a lot and you have to hold the top of the unit to jerk the drawer out.",4
942,I searched long and hard for this product and I was thrilled to learn that they had the exact ice bars that I was searching for. The customer service was the best and shipping was extremely fast!!! Thank you for making a hard to find product in the U.S accessible. And the costs were reasonable. I will definitely order again from this seller.,4
945,"Very tasty slightly smokey tea as appropriate to this type.  A little dusty (thus the 4 stars vs. 5), but did not seem to seriously effect flavor.  Would recommend to others for the price.  Organic is a plus.",4
947,"My daughter loves these dinners. There's no other organic meat option at my grocery store, so we're stuck with this one, but I don't mind at all. I think they're great. I agree that they are runny, but you can just thicken it with whole grain cereal, and problem solved (turkey dinner is thick enough).  I also don't understand why people complain that they are too sweet, or unhealthy. First of all, if you don't like the ingredients, buy something else. Second, I trust Earth's Best enough to believe they know the right amount of stuff to put in their product. Third, the belief that if baby tastes sweet food, they will not eat regular food, is an old wife's tale. Are you people saying that you don't give your babies fruit and vegetables? They are all sweet. The only reason I gave this particular item 4 stars instead of five, is the price. I can buy it at my grocery store for 79 cents a jar. Here, they are being sold for over 91 cents. And that's at the sale price. If you buy these at the regular price, it comes to $1.41. Way too much!",4
951,This McCann's Irish Oatmeal is an ideal breakfast.  It is easy to cook and taste good and heart healthy.  It's a good way to start a day.  The price is right and I would order again and agin.  Cecilia from Texas,4
958,What more can you say than it tastes great. Amazon had a good deal on this when I ordered it over a year ago.,4
966,"This macaroni and cheese is the only kind that both the adults and the kids in our family enjoy.  It has a slightly sharp cheddar flavor that makes it taste so much better than the ""processed cheese food"" types.  Our whole family swears by Annie's Homegrown Deluxe Shells & Real Aged Wisconsin Cheddar and it is much cheaper buying them here than one at a time at the grocery store.",4
967,"We purchased the pretzels to make chocolate covered wedding favors for our guests. The pretzels would not have been bad for anything else, but there were way too many broken ones... we would have had to buy five more barrels. My only complaint now is that we shipped them back over a month ago and still haven't received our refund!",4
973,"I'm trying to get more whole grains in my diet, and try as I might, I detest whole grain bread. These crackers are a wonderful substitute - crisp and pretty tasty as well! I love them with cheese. The only reason I knocked off a star is once you unwrap the package, you really need to put the whole thing in a Ziplock bag. There's no way to reseal so they stay fresh.",4
974,This is a healthy breakfast.  It hasn't changed in the over forty years I have been using it.  The taste is great and you can use them as crackers if you want.,4
975,This is great coffee at a fair price. Amazon has the best deals and super fast shipping.,4
981,"I've bought this product many times and this time (11/10) they are old or defective.  The bags don't puff up and rinds are flat, stale & burn when cooked.  I've tried different time settings and in different microwaves.  I'm very dissapointed as this is a product I've been ordering for years.  Guess I'll have to call them and complain.",4
983,"This is the first review I have ever done, but I could not let this one go bye. This was the worst ever, save your money.",4
987,"I just received these as a birthday gift from my sister.  The strawberries were perfectly fresh, juicy, and sweet.  They were dipped perfectly and completely coated in delicious chocolate.  I was SO impressed!  She ordered them yesterday and I received them today.  They came nicely wrapped with birthday ribbon and packaged with a ""freezer"" or cold pak.  Again, I would highly recommend these as a delicious treat.  They are expensive, but well worth the SPECIAL treat for someone!",4
994,"This cereal is very tasty, and stays crunchy in milk. It makes a healthy snack as well. The whole family loves it.",4
1011,"I don't generally care too much for the healthy alternatives, especially when it comes to coffee. However, after trying Truvia at a hotel, I am now hooked. I usually get it at the grocery store, but it is good to see that it is available on Amazon, and now that I have Prime, I might just be getting it online instead.  This sweetener tastes really good, and in addition to coffee, I have had it with desserts and it tastes great. I think it even tastes better than sugar, and definitely tastes better than splenda.  I cannot comment as to the health aspects related to artificial sweeteners, but I'm sure that there is plenty of information available on the Internet related to that.  As a casual coffee drinker, I highly recommend Truvia! However, you may want to try one of the smaller box sizes before purchasing a larger quantity, just be sure that you like it.",4
1013,"I was able to save about 20.00 by purchasing these through Amazon, as opposed to our local grocery store.  Since we go through a box a week, the savings can add up quickly.  Would definitely recommend.",4
1014,"These graham crackers are a lot better tasting than the organic graham crackers that I have tried. And compared to other brands (generic) I much prefer the crunchy sweetness of Honey Maid. The graham crackers taste so fresh and are the best for dunking in milk or tea. I love these as an alternative to cookies. Fortunately, the packaging ensures that the last graham cracker is as good and crispy as the first one. The portable and palatable treats are great for kids or anyone on the go (and for making perfectly shaped s'mores).",4
1025,"For some reason our local stores stopped stocking this product, my wife and I love the taste.  We used Amonzon.com to provide it.  Excellent TASTE!",4
1035,WE RUN A CATERING AND EVENTS COMPANY AND USE THESE MOSTY FOR CHILDRENS PARTIES...THEY ARE EASY TO SERVE AND THE CHILDREN LOVE THE BOYARDEE PRODUCTS. WE CANT GET THEM FROM ANY SUPPLIER FOR WHAT AMAZON SELLS THEM FOR IN THE SUBSCRIBE&SAVE PROGRAM...AND THEY TASTE GOOD AS WELL.,4
1040,"You can order the same products online from Nespresso for approx $25.  Nespresso makes GREAT machines and GREAT coffee pods. These pod offers on Amazon however are mostly from third party vendors. They prey on people who don't know better, charging you 2x the price of ordering the pods directly from Nespresso. I have been ordering through Nespresso's website for a couple of years now and their shipping times are always fast and reliable. I buy many things through Amazon, but not Nespresso pods.",4
1046,Love Dreamfields Pasta.  Can't get the lasagna noodles where I live so I was so happy to find them at Amazon. Delivery was quick.  The only thing is the noodles got broken in shipment which was a dissappointment.,4
1049,quality gum ball machine. I am very happy with it. solid glass and classic look. It is a christmas gift for my daughter and a great way to show her how to save money. plus she gets a little reward.,4
1051,"I love pineapple juice and drink it every day. Fresh is the best, but this is surprisingly good. I usually keep some on hand for convenience. It is so much better tasting than the stuff from concentrate. The price on Amazon is kind of high though. I find it's cheaper just to stock up at our local grocer.",4
1054,"I'm thrilled with this extract. I ordered it on a Tuesday night and had it by Friday afternoon. It came wrapped nicely in plenty of bubble wrap and tissue paper and was accompanied by a nice little note from the seller thanking me for my order.  It smells wonderful. It smells just like cocoa powder, and I use it in all my baked goods and even savory foods. Added to gravy it gives it that little something extra, and it's phenomenal in whipped cream, cookies, brownies, sweetbreads, cakes, even coffee and hot chocolate. It's not a sweet extract so it gives some depth to foods without adding additiona sugar. I will definitely be ordering this in the future and definitely ordering from this merchant again. I am very impressed with the quality and the customer service provided!",4
1056,"I received this item and there was a tear in the packaging which had caused the dragees to spill all over the inside of the box they arrived in. This isn't very surprising due to the type of plastic it's packaged in -the sort which immediately rips open at the slightest puncture- but as such it should have been packaged for shipping more carefully. Perhaps wrapped it in small bubble wrap and taping it securely as I've seen done with other less fragile items I've ordered. I was especially annoyed however that there is NO way of returning it! That's just outrageous. Very very dissatisfied. I have now tried ordering similar pearl dagrees from Wilton  Wilton Sugar Pearls, White, 5 Oz  which incidentally, are less than half the price.  I should say, that generally my experience with Amazon and returns has been excellent. The few dragees left in the package were beautiful, uniform in shape and tasty. I view this as an isolated incident due to the particular characteristics of this product/its packaging. However it could have been handled better.",4
1057,"The price at amazon varies for this product, it is competitive unless it gets to almost 30 for 4.  Quality is good.",4
1060,"These quaker cookies are so great, they are easy to carry around and they make a great snack when you are on the run.",4
1062,Very tasty snack.  I have re-ordered this item twice already.  Too bad the price increased $4.00 since my last order though.,4
1065,"I bought this Hazelnut Paste (Nocciola Spread) at a local shop in Palm Cost, Florida. The taste is excellent and healthier than Nutella.",4
1070,I like that these are all individually packages. They are great to snack on or share with other. Great flavors!,4
1074,"More of a cross between a cracker and a cookie. I love these! They have a very distinct flavor that both my wife and I enjoy, as well as the kids. Trust me, to find a snack that everyone likes in our family is no small task! But we are very happy with the Newtons Fruit Thins Fig and Honey, and look forward to trying other flavors.",4
1080,"Well, ""licorice"" is a stretch, but this is like most of the Newman products -- tasty and good quality. Whether YOU like the taste is, of course up to you, but I did.",4
1082,"My son (age 5) has food allergies (wheat, soy, dairy, peanut).  So he knows when he sees ""Enjoy Life"" on the package, he can actually have it!  And it's great for him to have options w/ different flavor cookies.  It makes it easier for me when I have to pack his lunch for school to give him something different each day.  The only thing I would love to have on the subscribe and save program is the ability to mix and match products.  But the product itself is great.  My son says they have a little bit of a bite to them, but that is how ginger cookies are.  He compares these to the Pamela's ginger snaps.  He likes both.  But sometimes he likes to have the ""soft"" ginger cookies...which is the Enjoy Life type.",4
1086,"The reason why I bought this because it's using HALAL beef. The taste is great, a little sweet and not to chewy. We love it and will order more later. Will recommend to my friends!",4
1088,"I ordered this from Amazon and they were pure liquid. Like water. I did not feel at all comfortable feeding them to my daughter. Amazon customer service, however, was awesome and gave me a full refund",4
1091,"I used the icicle for about two hours. After taking a break, I plug it in and my laptop wont recognize it. I did everything I could think of to fix this, even hours of searching google. Nothing. In the process of a return. =/ It would've been perfect if it just worked.",4
1096,"Healthy Choice Fresh Mixers are a tasty option when you need a quick microwave meal on the go. With their compact, nonperishable packaging, these things are perfect for carrying to the office in your purse so the office cadger won't steal them. The pasta turns out just right, and the sauce is pretty good too. The Rotini with Zesty Marinara Sauce has a nice, garlicy zing to it. The portion size is just right for an entree; it is a little small if it's comprising your entire meal, but if you're eating at your desk, chances are you didn't have time for a full meal anyway. The plastic handles on the bowl stay cool enough to make it easy to transport this to your desk; no more trying to find the tepid spot on a flaming hot piece of microwaved cardboard so you can goose-walk it down the hall before your fingers burn.  A couple of things lowered my rating by one star: for one, there is a bit more sodium than I'm entirely comfortable with in a product aimed at the health conscious, 600mg. Two, there's quite a bit of plastic packaging with this meal. It's nicely layered into a small package that can easily fit into a purse or briefcase, but when you take the layers apart, you can't help but think of landfills or the great oceanic garbage patch.  All in all, this is still a decent option for days when you know you're going to be too busy to either go to the deli or make a sack lunch with bean curds to turn off any would-be fridge thieves.",4
1100,"These breadsticks were wonderful with hummus and spinach dip. Wonderfully light and crisp with just a hint of herbs. I'll also add addicting! I rated it only a 4 star because the shipping was careless. Half the boxes contained broken breadsticks and I really wanted to serve them upright. Hopefully, Amazon will take note and ship with padding next time.",4
1103,"These are really tasty, and not too sweet. We ordered another box. Great in oatmeal. They are somewhat oily, but this is not a problem, just a surprise compared to something like raisins.",4
1108,"Much cheaper than buying them at our local store, and a great 100 cal snack. Good taste, so no complaints.",4
1109,"Iv been eating fruit leather for over 10 years.  This is my favorite flavor.  Buying in bulk is the way to go, and they are very reasonable here.",4
1111,I am looking at a can of NIDO (12.6 ounces; 360 grams) for which I paid $3.54 plus sales tax yesterday at WalMart. The one-star rating is for your creative pricing; not the product. I'd give the product 5 stars.,4
1114,This is a very good rice and I will be ordering more.  Good flavor and it is always a surprise at a dinner party.,4
1121,This item was purchased as a gift and my step-dad really enjoyed them. The package was large and substantial so it really felt like he was getting a good gift. I was pleased with the company and had a smooth transaction. I would purchase from again!,4
1123,"purchased and it came looking new, as i had bought it NEW, but it was actually damaged. customer service with the actual company is awful--as i needed to contact the company itself to return it.",4
1125,"Liquid Aminos have been a staple in my food seasonings for a long time. I buy in bulk on Amazon, since its a much better deal and the bottles are so much bigger. I will never use regular soy again, since this literally tastes the exact same, yet is SO much better for you. I am so glad to have found this product and even more glad that Amazon sells it in bulk.",4
1138,THIS ITEM IS GREAT.  100% FRUIT AND STILL GREAT TASTING.  MY KID LOVES THESE THINGS.  HE IS A LOVER OF FRUIT SNACKS AND I'VE BEEN TRYING TO FIND SOMETHING THAT IS HEALTHY AND TASTEFUL AND I'VE FOUND IT.,4
1139,"Great company, when item came in stock they let me know, I ordered it and it came quickly. Definately a company to buy from!",4
1146,"I've been eating carnation instant breakfast for a few years now and this is about as a good a price as I've found (I've found it cheaper when on sale at a local store but those sales are rare). I use two cups of milk instead of the instructed one, so the flavor is diluted a bit, but still good.",4
1148,"These do taste better than the cheap brands like Maruchuan, and you get a slightly larger (3.5oz block), but these are WAY more expensive.  I've seen them in local Wal-Marts for a slightly lower price.  Overall they do have a good flavor, not too salty or mushy.",4
1149,"This has recently become my staple breakfast cereal. After trying many high on taste low on nutrition cereals, I decided to find one that fits my needs. I am a regular at the gym so I have to watch what I eat. This one is not only high in protein and fiber, but also tastes much better that the other similar cereals with high fiber. It can easily become addictive as it has the right balance between taste and nutrition. The price is affordable too and the product can be easily found in grocery stores.",4
1150,"This is the only rice cereal we use for my son. He has had bad acid reflux and of course needs cereal in every bottle so we go through a good bit. After comparing proces, this is the cheapest we have found. Though only pennies in difference, you cant beat the fact that it is free shipping and comes straight to your door.",4
1154,I have trouble finding anything like these in the stores so I was happy to find them here!  They taste great and are a very good bargain.,4
1157,"I got the same product at my local grocery store for $9.99. Much cheaper - what's going on Amazon? You aren't even offering a bulk price. Great product, my dogs love them too, but can be found much cheaper elsewhere.",4
1160,"I really love this stuff!  I just discovered this from one of those cooking shows on TV and wanted to try it.  It is difficult to find Farro in regular grocery store, and not everyone has an Italian grocery store close to them. It's just really convenient to order from Amazon with free shipping. It arrived very quickly.",4
1165,Found this product for sale on vacation in North Carolina and loved it... great maple flavor!! Walmart sold it for 3.99$ for the 24oz pack. Wish i would have bought some more while I was there because i'm not paying 15$ for what Walmart can sell for 4$. That is just robbery... very disappointed in @#@zon for their insanely high price... If price was reasonable would love to buy more and rate much higher!!,4
1171,"I am glad I found this on the reduced rack for 99c. The taste was not bad but no way I could frost my cake. It stuck to the knife,ran down in strings,what a mess. I too thought I had gotten a bad batch.My GDs birthday cake looks like crap. Who would buy this mess. Horrible",4
1177,i was a little bit uneasy at ordering a plant online. but bonsaiboy sent this beautiful cherry tree promptly and it arrived in beautiful condition. i will definitely recommend him again.,4
1183,"I ordered this cereal from Amazon's: Subscribe and Save. The Buckwheat cereal arrived within four days, arriving fresh. Super taste, with all natural organic ingredients.  I'll continue with the Subscribe and Save to be certain I have a monthly supply coming.",4
1184,"Sent this as a gift, and found out later that many items were stale.  They loved the thought, though, and loved the way it looked.",4
1187,"Great taste, Ive tried many types of protein, this one was by far the best Ive ever had.",4
1194,Bought a case to see what it was about.  I am a night owl which effects my day-to-day performance and father-related tasks.  After a can I do feel mellow and finding myself going to bed much earlier.,4
1195,"Tastes great, and gives me energy without the jitters. Love this product. However, I do wish it came in some sort of resealable jar or hard plastic container instead of a zip-lock pouch because the zip-lock ripped off and quit working after awhile. But the product is fantastic, just not crazy about the packaging.",4
1196,"This seller consistently provides high quality edibles for very reasonable prices, and this Fleur de Sel is no exception.  Extremely tasty, well packaged, and timely delivery.",4
1197,"With the exception of home-made, these are my favorite egg noodles. They always cook up just right -- firm and tasty. I got them on an Amazon Warehouse deal so the price was better than getting them at a warehouse club (and far better than the grocery store). These are the medium ones which are pretty narrow in size. Good for adding to soups, casseroles, or just tossing with some butter and veggies.  Came well packed with no discernable breakage in the packages.",4
1200,"Love this cereal, but I buy  a 35 oz box at Costco for $7,49 and sometimes am offered it with a $2 /box coupon. Its too high here",4
1201,"OMG!THIS IS A RIP-OFF!I LIVE IN TEXAS WHERE YOU CAN BUY A 12-PACK OF FAYGO FOR UNDER 4 BUCKS.  THIS IS REALLY GOOD SODA. THE PRODUCT ITSELF, IS GREAT BUT WAY 2 OVERPRICED. I AM DISAPPOINTED.",4
1207,I ordered 8 cans of Earth's Best Organic formula and I got them in time as scheduled. We have been using it since my daughter was 2 weeks old. She is 10 month old now and she loves it. It is cheaper to order it online then buy it from babiesrus.,4
1220,"Yes, it's probably healthier than 5-Hour Energy or Starbucks shots but if you're looking to avoid a caffeine overload, this is still not for you. Most energy drinks cannot be made w/ out a high dosage of caffeine. I believe the caffeine content of 1 Guayaki shot is 150 mL - probably lower than other un-healthy energy shot drinks but I believe most other people avoid the top brands b/c they contain too much caffeine and/or sugar. If you do not react well to caffeine, Guayaki is not a good buy either. I definitely feel an energy boost w/ 1 full Guayaki shot but not w/ out all the other caffeine side effects - irritability, nervousness, mood-swings. Caffeine overdose is why I stopped drinking coffee. But it looks even organic energy drinks are still not safe.  Now you're NOT sensitive to caffeine, then it's a great buy. It's not loaded w/ sugar. The taste is easy and pleasant. It's not loaded w/ a bunch of chemicals like 5-Hour shots or Starbucks drinks. And the energy boost lasts for about 4 to 5 hours. Takes about 5 to 7 minutes to kick in but all this probably depends on your body/weight.  Side note - if you want to feel energized during the day, have a protein drink first thing in the morning and stay away for heavy, fattening foods during the day that will make you feel sluggish and sleepy!",4
1221,"I ordered this from another website and my newly diagnosed to need to be Gluten Free 16 year old son LOVED it. When returning to the other site to no longer find it there, I returned to my old friend Amazon.com. I am impressed with all the GF products that I can get on here....and even more excited that I can use the Subscribe and Save option to have a continuous supply of mac n cheese always in our house. Thanks.",4
1227,"I bought these berries as I needed to add something to my cart for super saver shipping.  I was planning to get goji berries from Whole Foods in bulk, the cheapest source by me for organic gojis in town.  They run about $18 a pound there.  I got them on sale here for $11-12.  I liked the ones from Whole Foods, but these are even better!  They are fresher, probably since they are put reasonably quickly into the bags and sealed.  The other ones taste like some sort of gummy fruit rolll-up type treat (good), but these actually taste like a fruit.  You should buy some.  The only problem is that I eat them too quickly, they should be called wolf-them-down-berry.",4
1231,"These are some very tasty and sweet crackers.  They are a bit hard, not overly processed like some of the big brand crackers you find in the grocery store.  They are very tasty and and make a great snack.  I have not had a chance to make smoores with them, but I suspect they will be great for that too.  They are well formed and don't crumble apart easily so they are very versatile.",4
1243,"I guess I'm in the minority, but I really didn't like these much. I was so excited for a cheesecake flavor when I saw it, but these were disappointing. The bars are super sickly sweet with a weird chemically fake vanilla-ish undertaste. Absolutely NO cheesecake or cream cheese type flavor and even the graham layer is just sweet without any real graham cracker taste. The overall texture is slightly gritty and gummy -- not at all creamy. Sizewise they are smallish, but pretty standard for any of the many 100 calorie-ish snack pack foods. Similar in price as most granola and snack bars, none of which are ever much of a good value. Overall, while they aren't inedible or anything, I would not buy these again and I don't even think I'll bother with the rest of the box.",4
1244,"There are very few unsalted snacks available for those with salt related high blood pressure.  My mother looks forward to receiving her monthly supply of cashews.  Always fresh, always tasty and always safe for her to eat.",4
1258,Mat&eacute; is an awesome drink and Rosamonte makes an affordable and good tasting product. I would recommend this product to my friends and family.,4
1261,"I bought this for our young son and was disappointed in several aspects of this dispenser:  (1) It's made of cheap plastic and arrived w/ the globe scratched and cracked.  (2) The top doesn't screw on--it just pops off w/ very little exertion.  (3) Part of the appeal for me was that this dispenser is coin-operated.  What the description on Amazon doesn't tell you, however, is that a coin is not necessary to dispense the candy.  Furthermore, when the crank is just barely turned, the candy (usually two pieces) flies out so quickly that some goes on the floor w/o your hand there to catch it.  A young child is often not coordinated enough to turn the crank and put his hand out to catch the candy.  (4) The dispenser only came w/ enough candy to just fill the bottom of the globe.  (5) It is very much over-priced at $29.99.",4
1262,If you like spicy...then these are the snack crackers for you. So hard to find ANYWHERE ELSE...a really good price on here!,4
1265,These are the best gummi bears available. I got hooked on them when I was in Germany. I was so happy to see I could get them through Amazon!,4
1267,"My 12 months old son love it, he loves all the favor. It is a MUST item in our diaper beg.",4
1272,"All natural beef, but too soft for my taste - doesn't have the 'snap' and drier outer surface that some like.  This is a matter of personal taste - the product is good, just not for everyone. I suggest trying this company's old fashioned cold-smoked beef-sticks.  Strong hickory flavor, a good bite of spice, and drier texture. This company has superb customer service!",4
1273,"If you like apricots or peaches this is the energy bar for you.It is completely natural, tasty, not overtly sweet and the minis are a prefect dessert or snack size.Buying it on Amazon is the best deal I found for these especially with the subscribe and save option. In grocery stores you are paying close to $22 for the same box.",4
1274,This is a good product but I can't believe such a high price usally Amazon is close on prices but you can buy these at Sam's club for $7.68.,4
1276,"Packaged well. Healthy on arrival and have held up a month later. KL Design provided great support. Shipped quickly. Great communication and when they realized a mistake was made for the cost of shipping, KL corrected the issue before I even realized there was a mistake. I would definitely buy from them again.",4
1283,"I wanted to give homemade vanilla extract as gifts and was extremely satisfied with these beans. They made very high quality extract and were much cheaper than at local grocery or organic food stores. I was mildly concerned by the size; I only needed 24 beans, and ended up with closer to 50. However, my brother has used the remainder to make delicious vanilla ice cream, creme brulee, tiramisu, custard, vanilla sugar, french toast, etc. I have recommended them to friends and family.",4
1297,Very good maple syrup!  I use it daily in place of sugar.  The no-drip spout is very nice.,4
1298,"This dried pineapple is of very good quality. The pineapple pieces are of a good size and moist. My 6 year old daughter loves them,and requests them for her school snack pack.",4
1302,"too salty -- enough said. I order the wood smoked 30-count jar. Remember, the price is for only ONE JAR (not two).",4
1311,"These are just too tasty. Seriously, they need to come in a big box, like FiddleFaddle. I could munch on these all day long. I don't get to, as my wife and kids keep cleaning out my supplies before I can get to them. Damn you, 8-5PM job!!!",4
1316,My poland spring driver gave us this new tea to try and our family really enjoyed it. I looked at the ingredients and was quite pleased with the natural ingredients and no calories.,4
1317,"Unsaid in the description of this item is the fact that you receive only one box for $10.95. The same item can be purchased Directly from Dreamfields for only $2.99, which probably explains why this ad does not reveal the number of boxes in an order.",4
1328,"We have enjoyed Eight O'Clock 50/50 coffee for several years. I keep an eye on the price at the 2 local grocery stores and try to stock up when it goes on sale, which is not often. Amazon has been putting the whole beans on sale rather regularly and the price is far better than the grocery store. The beans store well in the freezer. It's delivered right to your door, so what's not to love about that?",4
1337,I use this syrup on pancakes and to make homemade granola. It is great tasting with lots of maple flavor. I love the spill resistant spout. Good value instead of going to the grocery store for pure maple syrup.,4
1338,"I was super excited to find this online for a better price than my grocery store.  I've never used spelt flour before, but I made cookies with it and I liked them.",4
1346,"People watch out if you are buying this product online. I've ordered 12 bottles of the O.N.E, I was expecting this to be same as what I bought from store but this seller disappointed me, The bottles have the seal broken and the taste of the coconut water is not what I expected, I'm sure that this seller/ the person who packaged the bottles added water by breaking the seal. I've wasted my money on this product, I'll never buy this online for a few bucks cheap rather than go to the nearby store and buy it.  my rating for this product is 0/5.  In short, Seal broken, Diluted and Not comparable with the one that I bought from store.",4
1353,The crackers are very tasty and we just tried them out with a little salsa on top for a healthy low cal snack and my wife and I absolutely love'em. We will definitely get more once we run out!,4
1354,"I search for this candy everywhere,candy stores no luck.i got them as a Christmas gift :) for my boyfriend. .he loved it",4
1358,"YES, these are wonderful and healthy cookies, but this is a rare bad deal from Amazon (really DAB Nutrition)- they are charging about $25 (including shipping).  In less than a minute of web searching I found the same quantity for about $15 shipped.  Enjoy the cookies, but buy from someone else until the price comes down.",4
1359,"Love this dip, my husband is nuts over it, has been eating it quite often since receiving the package.  All Wise products have been fantastic.",4
1367,They tomatoes are certified San Marzano but not DOP like the item shows in picture. I called amazon and they sent me another box of 12 for free to fix issue. THe new shipment was still certified not DOP.  So please know this. Tomatoes are ok but not the best fyi.,4
1371,Has a better taste them some of the other energy shots out there and works get for energy when I am feeling drained.,4
1378,"My 9 mo. old daughter only eats earth's best products and loves all of them - that is, except this. I can't figure out what it is, but we finally concluded that it smells a little like catfood. I tried feeding her this mango chicken flavor a few different times and she would only eat a few bites. I gave up and donated the rest to the food bank hoping someone else's child would like it. I have had a good experience with the ""subscribe and save"" products in general, no broken jars and the quick delivery is great. I find that it is cheaper than whole foods (even with the coupons). This is the only flavor of earth's best baby food that my daughter dislikes. For what it's worth, I suggest skipping this one or trying it in a variety pack first.",4
1388,"I bought keenan Farms Pistachios once earlier. That batch appeared to alright.This time around the product is not upto mark at all. I have bought Pistachios from local stores also, which are far better and cheaper than this. I have opened only one bag from the 3 that I have received. If any one from Keenam farms is reading this I can return these to them so that they can see what is in the bags sent to me.",4
1398,"WASA Crisp'n Light inside packaging cannot be recycled.  The crackerbread is excellent, but its inside packaging is a cellophane or type of plastic that cannot be recycled anywhere in the six states I have contacted.  Todate WASA has not revealed what the inside packaging is made of, nor where I can recycle it.",4
1405,"It's moist.  It is filled with all the things I love in fruitcake (candied cherries, dates, and LOTS of pecans) and none of the stuff I don't like. Best of all, it's available year round! I am also impressed with the service.  The carrier dropped it off on my porch last night.  This morning I had an email from the folks at Organic Mountain making sure I had received it.",4
1409,"The mouth says, ""How do I love thee, let me count the ways..."" If you like apple products a must have item.  The only draw back, shipping cost.  These are very heavy.",4
1414,"I purchased this for one brother on the recommendation of my oldest brother and I could not locate the brand anywhere in my local area.  So, just hoping by chance Amazon would have this item, I scroll through and bingo.  The projected delivery date was not going to arrive in time for Thanksgiving so I was told.  But, it arrived within two business days.  My family was very delighted to say the least.",4
1421,We really like the McCann's steel cut oats but find we don't cook it up too often. This tastes much better to me than the grocery store brands and is just as convenient. Anything that keeps me eating oatmeal regularly is a good thing.,4
1424,"Just plain nasty!!! This item tasted like cardboard, very watered down and no flavor to it at all.  Very disappointed",4
1430,I received this gift box as a gift and completely overlooked all the other candy in my house. I am going through a total eighties phase right now and this retro candy was perfect. I don't know what else to say except that I love this candy gift box.,4
1431,"I've never ordered canned goods online before this so I was nervous. Boy, what a great experience! I don't have access to a Asian market where I am and I really wanted to make masaman rather than order take out. I followed the recipe on the can, reducing it by half as was recommended in one of the reviews. It was really flavorful and a tad spicy, I might even try a quarter of the amount next time. So happy that this worked out!",4
1434,I orderd a case when the last grocery store I knew about quit carrying the product.  It is a very good olive spread.  Makes a very tasty and reasonable calorie snack.  However two of the six jars had leaked and the lids were not sucked in.  I called the company and they credited my account immediately.  They get an A for customer service.,4
1435,"I absolutely love this product and most of the flavors.  It is not sold in stores by me any longer, so was delighted to find it here.  Much better than the same type of drink sold by the other big name company's.",4
1439,"Is that these are 60 calories per serving, however, in all honesty, I didn't make it through a full serving.  I was excited about these, they looked like a ""grown up graham cracker"".  First problem was the smell. They smelled like melted plastic, and something else I'd hesitate to even guess what it is, but it's bad. I bravely pulled out one small crisp, hoping that maybe it was the packaging that had the ... aroma. It was not. The crisp itself smells horrific. I figured there was no way it could taste as bad as it smelled. Second problem is that I was very, very wrong about that. They have a funky, chemical taste that just defies description. The aftertaste is sort of like a skunky/chewing on a plastic pen cap that went thru the wash/wet cardboard kinda taste. Seriously, it was awful.  I tasted these about 45 minutes ago, and after drinking an entire bottle of water AND brushing my teeth, I CAN STILL TASTE IT.  I'm glad these were an add-on, but they are still absolutely terrible. Their only redeeming quality is that they are cute. Not one single member of my family will actually eat them though, so this was definitely a waste of 3$. Had I known they would be this awful, I'd have just got a second bag of  Hi I'm Skinny Sticks, Sweet Onion Multigrain, 7-Ounce . Only 30 cent more than these, but MILES better in taste.",4
1442,My order was hassle free and processed swiftly. The packaging was well done and the delivery was right on the money. Definintly recommend buying your Slim Jims here!,4
1448,"I love honey and I often buy expensive gourmet types. I decided to try this one because ""rain forest"" sounded unusual and also because it is labeled organic. This honey met my best expectations, it has very nice texture and aroma to it. For this price, I couldn't believe it, it does taste like a gourmet honey. I disagree with one of the previous comments. This honey's taste is NOT overbearing at all. Good quality honey should have a distinct flavor (that's what sets apart honeys coming from different areas and flower types) and that easily recognizable flavor is what is valued in each type of honey.",4
1449,"This is simply a mix of brown sugar and Splenda, I am sure it would be cheaper to make your own",4
1456,"I ordered this product two times now and have been very happy with both the delivery and the product.  It works great for cooking, baking and as a substitute sugar in my Chai lattes.",4
