,Text,Labelled_topic
915,"the taste of this sauce isn't anything earth-shattering, but it's good.had it on my lunch turkey wraps for a few weeks and four dabs went a long way for flavor.not spicy at all,creamy,and just the right zip to spice up something a tad without the hotness or watery consistency of salsa.",2
923,"I love Taco Bell so I knew I would love this sauce.  I have used it on chicken, veggies, baked potatoes and most recently, I put it on my mashed potatoes.  You can use this in many ways, salads, meats etc. The taste is creamy, rich and spicy but not too spicy.  it has a little kick to it and if you like jalapenos, then you will like this.  I am not a big fan of alot of spices and when I cook, I really cook plain but I do like this product.  It's not too much and not too little.  If you want to add a little zest to your every day meals, this is a good way to go. *************************************  THIS IS AN UPDATE, 2 WEEKS LATER Ok, for me, this sauce is not too spicy, however, I served it 2 times to company.  One time I used it as a dipping sauce for veggies and another time, I used it for a topping on taco night in my house.  Both times, my friends and family said it was too spicy for them.  I personally like a kick but they all found it too spicy but they loved, loved the taste, it was just too spicy.  One of my friends actually started coughing and asked for a glass of water.  So, if you like spice but not heat, this is a great sauce. There are many, many ways to use this and it really can stretch your budget by adding zest to boring ole chicken and fish.  However, it may be too spicy for those of you not used to it..but it tastes great.",2
924,"These low fat rice crackers have just the right amount of wasabi heat. Fast service, great vender. Individual servings stay fresh until needed.",2
927,"This is pretty tasty if you eat this sort of thing, and I'll admit it's a rare guilty pleasure for me.  As compared to the brand that is no doubt its main competitor, I thought this one tasted better, probably because of the already mixed almost-cheese sauce that is included (which also replaces the milk that's usually added).  It's pretty much a toss-up in terms of nutrition, given that we aren't looking at a nutritional champ to begin with here.  As prepared, this one has 350 calories per serving, the other 310.  This has 140 calories from fat, the other 110.  This one has 850 mg of sodium, the other one has 810.  The Kraft Velveeta Cheesy Skillet comes out slightly ahead overall, with protein of 8 g compared to the other's 3 g and dietary fiber of 1 g compared to less than a gram for the competitor.  These differences are probably attributable to the ""cheese"" sauce.  The sauce also pushes this one over the edge for total fat, with 9 g for this one and 0.5 for the other.  After the ground beef is added, the difference is 25% of the recommended daily amount vs. 19% (virtually none of it ""good"" fat in either one).  It is significant that although both brands claim zero transfat, both also list partially hydrogenated oil as one of their ingredients, meaning they certainly do contain transfat, just less than the half-gram per serving that would require full disclosure.  If you eat the whole package - about 5 cups, so realistically with a dinner and a leftover lunch or two, you easily might - you could get whacked with as much as 2.4 g of transfat, not to mention the saturated fat in the ground beef you add to both.  At 800+ grams of sodium, you probably need to skip another meal that day to avoid going over the recommended daily value for sodium, too.  You might consider fasting that day if you plan to eat more than one serving!  But, as I said, it's a guilty pleasure; by definition, that's not the most nutritionally sound choice that can be made.  In any case, all other things (price, availability) being equal, I will probably choose this one if I choose it again.",2
933,This soup has no flavor. Broth had a slimy consistency instead of a liquid-y one. I was so disappointed.,2
950,"Have never been a big meat-eater, but cut back even more a few months ago.  I began supplementing my diet with more beans/legumes, but was not feeling nutritionally satisfied, and realized I was not getting enough protein.  Did a little research, and discovered that hemp was ideal for meeting protein requirements, and according several articles I read, it has many other nutritional and health benefits as well.  I purchased the Nutiva hemp protein powder in conjunction with the Better Than Milk ""Rice"" (to avoid over use of soy).  According to directions for both products, I mix 4 tablespoons hemp protein and 2 tablespoons of  BTM, in water.  It mixes easily in a regular plastic shaker, and I don't even have to use the ""de-clumping"" attachment that fits inside the shaker. It's just Shake-N-Go! This combination has been the perfect way to start my day.  I was concerned about the taste, as some reviews I have read rated the taste of hemp very low. I can't speak for other brands, but the finely ground Nutiva hemp powder has a mild nutty flavor, and I LOVE IT. From what I've read, hemp does not contain oligosaccharides (which commonly causes ""gastric distress"" with soy proteins), and I have not experienced any bloating with the hemp and rice milk combo. I am happy to start my day with something both nutritious and delicious, and thank goodness I don't have to use the electric blender (one less thing to wash).  Also, the Amazon price on the Nutiva Hemp Protein and the Better Than Milk Rice can't be beat, and both qualify for free shipping.  FANTASTIC!!!",2
977,"This soup is a staple in England, with its creamy texture and sweet tomato flavor it makes an excellent meal alone, or you can dunk bread in it, or grate some cheese in before heating - any way you eat it, it won't disappoint. It has the added benefit of having no artificial colors, preservatives or flavors in it.",2
978,This is a very good tasting salt especially on freshly popped popcorn.  I use it in everything. I no longer use the regular table salt becuase this just really enhances food without the metallic taste of table salt or the somtimes to salty taste table salt has.  You will think your food was prepared by a fine dine chef.  Buy a non-corrosive grinder to use this salt and you will never use table salt again.,2
979,"I bought this salt on a lark because I didn't want to drive 40 miles to the nearest store that carried natural sea salt but I will buy it again.  The flavor is wonderful.  I'm not a big salt eater, never have been, just don't like the taste of commercial salt but this sea salt is wonderful.  I real winner that enhances the flavor of food instead of covering it up as regular salt does.",2
982,"Excellent and with a hint of lemon.  Connoisseurs will like these small sardines, tightly packed (like sardines of course) in pure olive oil.",2
991,"Very tasty, great color. Recipe on back may be a little too spicy for a Thai food virgin. Start with 1/2 amount.",2
993,I already loved Raisin Bran but this is even better.  I love the almonds and there are crunch bits that stay that way through the whole bowl.  The flavor is the same Raisin Bran that I love with a little cinnamon flavor boost and extra crunch.  I think it is awesome.,2
1004,"These instant potato flakes taste great and do not contain sulfites like many commercial brands.  I do wish they included some simple instructions on the bag.  We used the instructions from Bob's Red Mill potato flakes (now discontinued).  For 2 servings:  heat 3/4C of water to boiling, add 1T butter or margarine and 1/4tsp of salt.  Remove from heat and add 1/4C cold milk or soymilk.  Add approximately 2/3C of potato flakes (more or less depending on how stiff you like them).  Stir gently and fluff with a fork.  Do not whip.",2
1009,All of the Mrs. Dash marinates are wonderful.  They're quick and delicious.  We initially tried them for their health benefits... but the flavor is why we continue to buy them.  I highly recommend every flavor!,2
1012,These little links are great. Very healthy and delicious. Great shelf-stable non-meat protein source! I'm not even a vegetarian and I prefer the taste of these over meat sausages.,2
1026,I would say this is the best tasting popcorn  have eaten.  It to me is better than movie thearte popcorn.  It has the right mixed of salt and oil to give it a really good flavor,2
1032,"This sauce is awesome.  I went on a month long quest for the next best table hot sauce.  I read a million reviews from different hot sauce sites only to order product after product and finding it flavorless, under-powered, over-powered, or simply disgusting.  This is THE most versatile hot sauce out there.  It makes a fantastic table sauce as well as an excellent marinade for some wings.  It showcases the cayenne and garlic without making the cayenne or garlic so much that it's unwelcome.  It is an immediate medium burn and should satisfy anyone seeking a nice well rounded table sauce.  BTW:  These independent hot sauce reviews (non-Amazon) were hard to go through.  A lot of them are video reviews.  Why do people reviewing hot sauce think we want to see them eating hot sauce on a cracker over a crappy webcam.  And then they review the sauce while continuing to munch on a mouthful of hot cracker.  Gross...",2
1037,"Bought this in spite of the high price and unreasonble S&H, just to match what I make at home. I mix it with fresh ground hemp seed. I buy the almonds (in the shell) at [...], soak the nuts and grind them in my VitaMix... Beats peanut butter to hell and back.",2
1044,These glazed walnuts are always fresh and Amazon has the best price on them.  I use them in a salad I make and they are always a hit.  Joe,2
1055,"I love salt & vinegar kettle chips so I decided to try these after reading good reviews. When I received them, I noticed from the very first bag that over half of the chips were inedible due to rotten potatoes! I know how kettle chips should look, and I know what normal marks look like on chips. These were rotten. After waiting over a month for a response from the company, I finally found a phone number and called them, only to be told there was nothing they could do. The sad thing is, the chips that were edible were actually flavorful and tasty. Obviously they just don't care about consistent quality, so stay away from these chips!",2
1058,"I put this on some basically a chicken fajita and was not bad. Like Taco Bell's other sauces, this one does recreate a Taco Bell type taste which may be a good or bad thing depending on your perspective.  I still like Taco Bell's Spicy Ranchero sauce better.  Despite being Jalapeno, this is not a very spicy product.",2
1068,"This tea is really tasty and at a great price.I'll be ordering more,that's for sure.Since I really don't have anything else to say,but this stupid thing won't allow me just to keep it simple,I have to add words to make it over twenty.Hope you're not as irked by this as I am.",2
1073,"My baby didn't seem into these dinners, so I tried them. They're not terrible, but not good either. We'll stick with the EB fruits and veggies until she's ready for table foods.",2
1085,"This flour is very fresh tasting and consistent in quality.  When I order anything from Bob's Red Mill, I know I am getting the best available product.",2
1133,"This is a wonderful product, and I am not one who dines at Taco Bell. I used to eat there when I was younger in college, but have not in years, so I was pleased to try this product and find that it was great!  First, I like that the bottle is not so huge because the taste will stay fresh instead of getting stale from lack of use. I have many dressings and toppings etc. in my 'fridge, so it's nice to have a smaller bottle.  Second, the taste is excellent. I love the creamy texture, and it has just a little ""heat"" from the chipolte flavoring to be interesting but not too hot.  I used this on a home made taco salad, but I also used it as a sauce on a noodle dish I made that was like a south of the border spaghetti - grandchildren like noodles, so we made noodles and taco flavored meat and this sauce with a few veggies thrown in and had a Mexican style noodle dinner that they loved!  So I highly recommend this product!",2
1147,Pleasant fresh tasting coconut. Smells good when you open the bag and smells good a week later when I finish it.,2
1166,Was pleasantly surprised.  They are very good and I don't miss the salt at all. Would always have to rinse off the salt but no longer.,2
1168,"I don't know what possessed me to try this but am sure glad I did.  I made it per directions, just adding water and a can of tomato paste.  I wouldn't change a thing.  I didn't tell my SO there was no meat in it and thought it was awesome.  Couldn't believe the very low calories and high fiber.  A definite keeper and will be a staple in my pantry!",2
1178,"I bought two jars of this cayenne pepper for my grandpa, who uses cayenne pepper to make a squirrel-repellant blend of bird seed.  Works just as well as the overpriced retail brands from the supermarket.  This is the best price for bulk cayenne pepper I've seen, and it shipped exceptionally quickly.",2
1179,"I, just like all the other reviewers love this seasoning. I have been making Cajun Catfish with this seasoning for about 15 years. I have tried other seasonings when this one was not available, but it's just not the same. If you want to try my recipe, it's very easy. I melt butter and brush the catfish fillet with it and generously coat the fish with the seasoning. Meanwhile I preheat a cast iron skillet. When the skillet is hot I put in about 2 tbs olive oil and than about 3 tbs of butter and fry the fish to a golden to dark brown on each side About 4-5 minutes and add some more butter if the pan becomes to dry after turning the fish. During this I make a pot of spaghetti, my wife likes angle hair, after the pasta is done, drain it and remove the fish to a platter, turn off the heat under the skillet, add a little more olive oil and butter, scrape up the bits of fish left on the bottom of the skillet and dump the pasta into the skillet and mix it around to soak up the buttery oil, than sprinkle some more seasoning on the pasta and serve with the fish. Everyone love it. To give this dish a little color, you can add a bag of fresh spinach to the pasta water during the last 2 minutes of cooking, or stir in a small can of diced Cajun tomatoes after you put the pasta in the skillet, or use both. Hope you enjoy it if you try it.",2
1182,These taste great.  I add 1 or 2 cubes to the water when cooking quinoa or lentils and it really adds a nice depth of flavor.  I use them often.,2
1185,"Only good use for these would be: In case of poisoning, use to induce vomiting!",2
1190,This is another in a series of good Kashi cereals.  I have yet to have a bad one.,2
1199,"The small can in which the olive oil is stored are very handy and does perserve the fresh flavor of this very good oil. The quality of this oil is high enough to use it as a dipping sauce, especially when mixed with fresh herbs.",2
1204,"Good quality product, but you would have to REAlly love curry flavor to like these... They are so awful I don't know what to do with them, but I know I won't be eating them.... I'll stick to the plain sea salt ones:)",2
1213,"My wife introduced me to these - we bought them at the Japanese store in Epcot.  After we'd eaten the two we bought, I wanted to find them on the web, so I was pleased to see you could get them at Amazon.  This is a tasty noodle dish.  It's not what I first thought - a soup.  It is really noodles, with a spicy mustard, mayo, soy sauce mix.  It's easy to prepare as well - the ingredients are all with the pack and it just requires boiling water.  The container is pretty neat too - a built in strainer that lets you prepare the noodles and then drain the water without needing any additional utensils or bowls.  It's a little expensive if you just want ramen noodles - it's much more exotic IMO.  Try it!",2
1222,"Drew's makes some fantastic dressings.  Their Italian dressing, for example, is amazing, especially when dipped with bread.  I was pretty confident this would be a great dressing and I was not disappointed.  I made a salad with crispy wontons, red onion, toasted almond slivers, mandarin oranges and a couple of tomatoes and then put this dressing on top -- WOW.  It was a great salad.  I recommend this product highly.  I purchased this dressing at my local co-op for about two dollars.  Ingredients:  Canola Oil Expeller Pressed, Orange(s) Juice Concentrated, Soy Sauce ( Organic ) (Water, Soybean(s), Wheat, Salt Sea) , Rice Wine Vinegar, Sesame Oil Toasted, Water, Cane Sugar Juice Evaporated, Garlic, Ginger, Lemon(s) Juice, Mustard Dijon (Water, Mustard Seed, Corn Vinegar Distilled, Salt Sea, Wine White, Turmeric, Spice(s)) , Cilantro, Pepper(s) Black, Citric Acid, Xanthan Gum  Serving Size: 1 tbsp Servings Per Container: 24  Calories 70 Total Fat 7 g Saturated Fat 0 g Trans Fat 0 g Cholesterol 0 mg Sodium 110 mg Potassium 0 mg Total Carbohydrate 2g Dietary Fiber 0g Sugars 1 g Protein 0 g  If interested in Drew's dressing and you want to explore alternative options, try iherb.com. If interested in iherb, you can use my code LEK375 for a discount.",2
1224,"On a whim because I was out of salad dressing I decided to give this a try.  Being calorie free and sugar free I didn't hold much hope for this.  But I can say that it is incredible!!  I use it in tuna, on salads, salmon, and as a marinate with some balsamic vinegar. I love to really ""dress"" my salads, so now I can do it guilt free!",2
1226,We cannot believe how flavorful this Kraft Thick and Spicy Brown Sugar Barbecue Sauce tastes.  I used this to cook some very meaty chicken breast and the flavors popped!  It's not too spicy for us and I assume it's because of the brown sugar.  You can't go wrong with buying a product from Kraft Foods.,2
1242,"This is an aromatic and tasty oil, great on salads or for scrambled eggs. I'm sure I'll find more uses for this as time goes on!  Free shipping makes it a great deal.  My only nit pick is the lid.  Two of the three bottles in the shipment had very tight lids that were difficult to open.",2
1246,"Actually typed in ""smoked paprika"". This showed up so I ordered it and it is definatly NOT smoked!  Also, these bottles sell for 4.95 at Sam's. So, not only was it the wrong item but, I over paid also!",2
1247,"these are not DOP they're just ""certified"" which means nothing significant. they should go a step further with a little more nonsense and write ""department certified"". real dop tomatoes are much better.",2
1257,"This cheese had a great smoked flavor, not over powering as some can be. It worked very well with must of my grilled recipes.",2
1260,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",2
1280,"I just ordered these vanilla caramels, along with a bag of the sea salt kind.  Although I am more partial to the sea salt AvenueSweets caramels, these are also great - very fresh, soft and chewy, with a hint of vanilla.",2
1293,"Wow, we've never had so much Macaroni and Cheese in a long time! And Annie's is really, really good. This doesn't need additional milk or butter, and the sauce is an easy-to-squeeze out paste in a foil package. It tastes great, and makes a great receptacle for some creativity of your own too.  Tips to enjoy it:  - Just boil in plenty of water, the six-cup requirement is a minimum.  - Drain quickly, put the pasta back in the hot pot. The remaining heat is just right to melt the thick cheesy sauce into the macaroni. Don't rinse the pasta in cold water, it will make it hard for the sauce to combine well.  - All the Deluxe versions are animal rennet free. Annie's FAQ is very specific about which ones use vegetable rennet (not all do) but Amazon isn't picking up the information. I tag the really vegetarian ones ""animal rennet-free"" whenever I can.  - Try blending sundried tomatoes, a fresh tomato, olive oil, garlic, pizza peppers, salt, freshly ground pepper, and a touch of balsamic vinegar into a paste. This really complements the mac and cheese and gives it a new, gourmet taste that still doesn't take away from the ""mac and cheesiness"" of it.  - Tabasco Chipotle sauce makes a great addition for the adventurous. The smoky taste is tempered by the creaminess.",2
1332,"Purchase from the commissary! Perfect snack size, the combination of the crackers and tuna make very balance protein to carb ratio and total calories are under my 250 calorie per meal (eat small meals every 3 hours). Taste is spicey and yummy without a ""sauce"". I tried a different BRAND and it had a sauce in the tuna,yuck. Not this! I also used this to make tuna cakes and did not have to add ANY seasoning!  They were such a hit I had to go buy a case from the commissary to share with the ladies group!! Hoping Amazon will get it so that I can order it as an automatic subscription. Even my hubbie that is not a seafood person, loves it.",2
1345,"I've eaten a few of these, and while they tasted interesting at first, I can't bite into one now without gagging.  I'm not a vegetarian, but I was looking for some high-protein snacks so I picked these up.  A vegetarian friend of mine tried one and instantly hated them, calling the taste ""disgusting"" and the texture ""too much like meat.""  The taste is not something that grows on you and I can not recommend these to anyone, especially at this price.",2
1348,A while ago I got a bag of the BBQ at a store to go with my lunch and I loved these so when I was searching amazon and found these on subscribe and save I knew that this was something that I had to have for my lunches. I love the fact you get all the different flavors and as of yet I have not found a flavor I did not like. Being from England I am very picky about my flavors of chips or crisps as I would call them as there seems to be such limited flavors but this box gives me flavors I can't complain. I also love the fact that 5% fat is the fat content which just makes them an even better snack. My only issue now is that I have to fight my husband and son over them because they love them just as much as I do. I have now had to go to a box a month but even then I am not sure I can have enough for the month with the three of us eating them every chance we can.,2
1349,"I never realized this, but the salt and mineral concentration of seawater is different in each part of the world, and therefore the taste of sea salt varies based on where it comes from.  To me, ""French gray"" sea salt is delicious - the flavor is more gentile than regular salt and has a slightly tangy taste with just a hint of minerals.  The price may seem high compared to table salt, but Amazon's price is low compared to other places I've bought it. Definitely worth it, in my opinion.  One thing to note is that this sea salt is very moist, so it doesn't work well in a grinder or shaker.  Sometimes I'll serve it in a salt cellar, but generally I just keep it in a glass jar by the stove for cooking and use regular salt at the table.",2
1380,"I regularly order this soy milk product and use it with granola cereal. It is great by itself as well. Be sure to serve chilled. It has a strong vanilla flavor, which I like. I keep thinking that I'm going to get tired of it, but it still tastes great each and every carton.",2
1384,"We love Popchips, but they're hard to find at our local grocery stores. I was very excited to find this variety pack, which has 6 flavors (some of which we'd never tried before) in single-serve packages right around 100 calories a piece. Our favorites were the original, sea salt & vinegar, and sour cream & onion... but all of the flavors were good. These were perfect for snacks, but they also made for easy lunches. We'll definitely order again!",2
1395,Great taste.  Almonds are high in overall fat but low in saturated fats that most contribute to weight gain.  Buy a case; they stay pretty fresh when sealed for 6 months,2
1397,"I didn't know what to expect since I have never used a pre-cooked cornmeal before, but I made delicious polenta with it! The polenta was creamy and smooth and delicious, with a very mild nutty corn flavor,and the next day it had hardened and I slices it and fried it in a little butter and it was delicious!  My first go at arepas was not so successful, but I think that I am to blame, and not the product!My only complaint is that it is hard to find recipes that use it.",2
1402,"This rice is delicious, vegetarian and easy to make. I usually add some extra vegetables to it, but other than that, it's perfect just as it is.  * Calories 200 (1 cup/145g) (2 servings per pouch) * Total Fat 2.5g (no saturated or trans fat) * Cholesterol 0mg * Sodium 830mg * Potassium 125mg * Total Carbs 41g (Fiber 1g) (Sugar 1g) * Protein 4g",2
1406,"This is the best priced coconut flour I could find! My recipes don't call for a whole lot of it at a time, so I hope it stays fresh for a while. I did have a problem with the recloseable zip lock bag, it doesn't work so I have to roll it down and close it with a closepin.  I hope the other 5 bags are better!",2
1417,Bought this after reading the good reviews - not sure if it has to do only with my package but rice and lentil mix literally has a smell of mold. I actually opened two containers to make sure it wasn't just my nose playing tricks on me. I love this brand and I am very disappointed.,2
1420,"Use it in casseroles, stews, soups and rubs for your meat.  Use it everywhere except your coffee.  So glad I bought it.  It's fantastic.",2
1437,"Sea salt is more easily administered with a salt mill. This is just a salt shaker that delivers uncontrollable amounts of sea salt and anti-caking agent into your food, and no iodide. The anti-caking agent isn't event that effective, so the salt either comes out in clumps or gets stuck at the exit. Stay away!",2
1438,"Flax Plus is proof that heathy cereal does not have to taste like treebark.  I am diabetic, so I wanted a cereal that provided low carbs, low fat, fiber, and one that tasted good.  I finally found that combination in Flax Plus.  Hint-  keep an eye out for the big 33oz packages.  Such a deal!",2
1445,We live in the middle of nowhere so we end up ordering a lot of spices etc. that can't be found locally.  This gives great chipotle taste with just a little sprinkled on.  I'm going to order a few more of these because I never want to run out of it.,2
1459,"As other reviews have said, this tastes pretty good. It's the best dried garlic I've tried. Mine came in the three-pack and I hope I use up the other two before they go stale.  My only complaint is that you can't unscrew the top -- you've got to use the built-in grinder or break off the top completely.",2
1475,"These are Wheat-free, gluten-free, non-dairy granola bars.  They taste pretty good. They're not listed as organic, but it seems like they should make them that way since they're free of so many other things. Some of the ingredients are listed as organic, but not all.  They taste good. There are 9grams of sugar per each bar just FYI.  For anyone wondering about the ingredients for allergies or food sensitivities, here they are in order:  - Gluten-Free Oats - Organic Agave - Rice Blend (Brown Rice Flour, White Rice Flour, Tapioca Starch, Sweet Rice Flour, Xanthan Gum) - Coconut Sugar - Raisins - Monounsaturated Safflower Oil - Organic Eggs - Walnuts - Coconut - Chia Seeds - Natural Vanilla Flavor, - Sices - Baking Soda - Sea Salt - Xanthan Gum - Grainless & Aluminum Free Baking Powder (Sodium Bicarbonate, Sodium Acid Pyrophosphate, Potato Starch)",2
1480,Like everything about these except for the 9 grams of fat.  I would like to see it about half that amount or less.,2
1486,absolutely delicious  have tried it on everything from meat and fish to scrambled eggs highly recommend it,2
1493,"I bought this product due to my obsession with Malai Kofta, and also the high reviews.  I was not disappointed.  There is great flavor in the product and it filled me up for dinner.  The potato dumpling/balls were a little hard but I had boiled the pouch, so maybe next time I will pour the whole packet out and heat it up that way.  Highly recommended, it is the next best thing when you are too lazy to head to the Indian restaurant 20 miles away!",2
1494,I'll admit on the advice of my trainer I was not excited about adding protein shakes to my daily regiment. I was pleasingly surprised by the taste though. It's difficult to get the powder to dissolve in water but mixing it with soy milk and shaking it up did well for me. It also fills me up for a time between meals while providing me the protein I was lacking.,2
1498,"We first tried this sauce in Costa Rica on vacation. When we ran out of what we had brought home with us I was so glad to find it on amazon. This bottle is huge and will last quite a while. This sauce is really good, it has a kind of smokey, spicy flavor.",2
1527,"I received my order of Grove Square hot cocoa mix today, and was very shocked to see that hydrogenated oil was one of the ingredients in the mix. I have avoided using any products that contains trans fats because of the negative effects on blood lipid levels. I would urge Amazon to require an itemized list of ingredients for all food items listed for sale. If the ingredients had been listed, those of us who have concerns about our health can avoid these products.",2
1528,Without my miracle noodles I would go crazy.  My cravings pasta are under control with Miracle Noodles!!  They are delicious with any sauce or olive oil.,2
1535,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato",2
1544,"I now have to lower soduim intake and this does the trick!  It tastes great and you do not miss the salt.  I usually eat with reduced fat or sodium cheese and enjoy every bite!  Even the family is liking it, the variety does proove difficult to find though.  Wish Amazon carried it regularly.",2
1551,"Nice mild taste though there is a strong fish odor in the 'juice' - the cats loved that! there are a lot of bones and skin - reminds me of when mom would make sardine sandwiches... very tasty though and no after taste. and though no salt is great, I'm going to try the no bones or skin type next...wild caught is great too",2
1556,"I eat lentils at least once a week if not more and these are the best I've ever had.  Typically, I just buy the pound bag of goya or store-brand lentils which are serviceable, but every once in a while I'll order these from amazon.  They really have much more taste than the generic pound bag of lentils.  They take longer to cook, but are definitely worth it.  Highly recommended",2
1561,"I purchased these because of the low salt, and they were indeed low in salt. However, many, many of the chips in the bag were literally dripping in oil. I have never encountered this problem with other potato chip brands. It was very unappetizing, and who wants all that oil? I will never buy these again, and I would not recommend them to others.",2
1562,"I found this muffin to be dry and very disappointing. If I cut it up and put it in a bowl with yogurt, it was OK. Would not order this flavor again.",2
1564,"Provided you use clean (preferably purified) water to cook this, it can be a great tasting hold over to a main meal. Far superior to most instant noodle packages out there and for the most part, gluten and meat free (except for the shrimp flavor).  While some people have remarked on the ""over-sized"" packaging, this actually allows for a good and thorough mixing of the flavor packets and noodles with little chance of spillage.  While the coconut ginger variety tastes good, it may be a bit too subtle for those looking for an actual ""taste of THAI."" I'd recommend the Thai Peanut noodles for those seeking something with a bit more of a pronounced Thai flavor and highly recommend The A Taste Of Thai Peanut Salad Dressing (added to salads, meats or the Peanut Noodles) for a very spicy Thai experience.  Overall for the taste and quantity, the subscribe and save offer provides the best deal. Comparatively speaking in terms of price, Wal-Mart offers most of these noodles a few cents cheaper (compared to the subscription price) but do not seem to carry the Coconut Ginger Variety. At least not at the store near me.  If you haven't tried this brand of instant noodles yet, I think you'll be in for a treat.",2
1572,"As far as canned soups go this is ok. I was disappointed with the texture, extra unexpected bits (shell pieces) and overall quality. Having been spoiled by living in Maine for 20 years before relocating to the south, I tried different brands of canned bisque. I have come to the realization that Lobster Bisque is best when made fresh.",2
1582,"I am on a GFCF diet and Blood Type O diet so I am very limited on what I can eat. I first found Bone Suckin' Sauce at the Fresh Market after months of searching for a natural barbeque sauce that tasted good. I figured I would give it a try and was pleasently surprised...it's delicious! Now, every week I cook grass-fed ground beef/turkey bacon/onions and mix a little sauce in. I could eat this dish every day!",2
1590,"I used to use the other popular brand that cost 3 times more.  This brand is better at 1/3 the price.  This product has a very rich pink color.  From what I have read the source of the pink color is where the health benefits of Himalayan salt come from.  The deep pink color of this salt would indicate a very healthy product, and its tasty too!",2
1593,"I take a spoonful of Coconut Manna every day. This is a blend of coconut oil and the coconut meat and it tastes sweet and yummy. Very good antifungal and a healthy oil for heart, brain, hair, joints. I use regular coconut oil for cooking. Some people complain about it separating, which is true, but I use a fork and rake it from the glass to the middle. Then it is easy to take a spoonful. You could gently heat it (in a pot of hot water) and then mix it up but I never heat it. I prefer the glass jar to the newer plastic they are using, but I am happy it is Organic.",2
1594,"I love the taste of this hemp protein Powder.  I love to mush up bananas with a fork, add some dried figs with raisins and pour this hemp protein all over it with the Nutiva Hemp seeds.  It tastes great and satisfies me on every level.  I also sensed there was much more fiber in the powder compared to other brands.  I couldn't believe when I saw that there was 14 grams per serving.  Considering that 90% of Americans are lacking in fiber, this Protein Powder can be a great service to millions.",2
1610,"This product,though expensive along with the shipping, is the best tasting non-instant I've tasted.  Add a little vanilla and sugar and it's very drinkable.  My grandkids call it ""Magic Milk!""  The only complaint I have is that one package was received not fully sealed so I had fine powder all over.",2
1624,"This is a great value on a great product. I use this daily, on my skin as a moisturizer and for cooking. Can't beat the quality or the price!",2
1635,"Bob's Red Mills lentils are my favorite legume. They have a slightly sweet taste and cook very fast- 20-30 minutes. Be careful not to over-cook them because they are very tender and will fall apart, still tasty though. The soup I make calls for sauteed carrots, celery, & onion. Add ham or sausage if you wish. 1 garlic clove, oregano, salt (if you haven't added salty ham), and optional hot pepper flakes. It is very hardy and filling. Caution: Lentils can be difficult for diabetics to handle.",2
1644,"I always have a case or two of Maruchan ramen in the pantry. Their shrimp flavor is especially good. I always drain the soup off the noodles before I serve them. I especially like it with some spinach sauteed with an onion and a head of garlic -- seriously, try it, it's remarkably flavorful and costs next to nothing. Or just the noodles with some chopped green onion to dress them up. Or with a little curry powder. I've tried Top Ramen in the past but prefer Maruchan.",2
1649,"This chili is pretty tasty (but only a little spicy).  It's easy to take with you.  There are two good size servings per container.  Each serving is 220 calories, with 9 grams of fat, 18 grams of carbs and 16 grams of protein.  I've only eaten it as is, but I think it would be great on nachos or chili dogs.",2
1652,The content has been consistantly good. The calamares have been tasty. The price was also very reasonable,2
1662,"The molasses dominates the mix, and the chipotle doesn't assert itself as much as I would have liked, but all in all it is a passable barbecue sauce.  It goes especially well mixed into a pot of baked beans.",2
1667,"I was a little concerned about ordering such a large quantity, but the price was good and the reviews were good.  I am happy that I did buy the cherries.  So good for snacking and adding to yogurt and on cereal.  I have not used them yet in baking but plan to make some muffins with adding the cherries to the batter.  Taste, for me, is the right balance between tart and sweet.  After opening, I put the cerries in zip lock bags and placed them in the refrigerator.  The cherries are fresh.",2
1670,I did not enjoy this soup; I will try a different brand next time.,2
1672,"Although there were several ""shriveled"" ones, they taste just fine.  I mostly use them to make vegan sauces and other recipes that call for running them through a food processor so they don't have to look perfect anyways.  For the price, they are a great deal (about half of what I find them for in the store)",2
1677,If you like Graham crackers and you like oats and honey then you will love this product.  Just the right amount of each makes this a real treat to eat.  I only wish it had less sodium (130 mg).  Apart from that the lack of trans fat and saturated fat makes this a healthy choice for graham cracker lovers.  I would buy this whole grain product again.,2
1678,"This is very tasty!  It is a great item to have around for company.  Pull out some crackers, put some cream cheese (or even havarti or edam work well), and then top it off with this yummy jam.  It is hard to find where I live.",2
1679,"Great culinary cooking. Got it with a lavender cook book and have been impressing my friends with the gentle, subtle flavor of the lavender. A little goes a long way and there is a lot of lavender here so it can easily be used for all sorts of dishes. Makes a great way (with a little sugar) to brighten up a lavender Margarita -rim the glass with the crushed lavender instead of salt.",2
1683,"With no extra salt, it tastes a lot like fresh corn.  You can add the salt after if that is to your taste.  Everybody's will be different.",2
1684,"I'll certainly be a repeat customer. I had a tough time finding large salt crystals to refill a grinder, but this fit the bill nicely.  Flavor is clean with slight minerality. The color is not a deep as some other himalayan pink I've seen, but it's a very good finishing salt, and a good conversation piece when put on the table in a clear grinder.  Also, the seller included a coupon for a future purchase in the package, which was a nice bonus.",2
