,Text,Labelled_topic
1101,You have to put a lot of sugar in  this to make it taste good. The coffee just by itself kind if has a stinky smell like a poopy diaper or a pee pee poo poo puppy in a cup. Next time I am going for raspberry flavored coffee...cause the chocolate is like poop. YUCK.,1
1104,The CHocorooms are so good and tasty with no cholesterol!!!  The kids love them and they are a perfect size for them to think they are getting a lot of sweets.,1
1107,"I like Lance products but I wasn't sure how these would be received. Both kids loved them, they have a good texture and taste. Great change from chewy granola bars or cookies. Lance packs these with a small stiff liner so they generally survive in the lunch box without shattering. Definitely buying again.",1
1110,"The first time I tried this I thought, wow, this is great! It's as satisfying as eating regular potato chips, but sweeter and presumably healthier. So had I written the review then I would have given it 5 stars. The reason I hesitated was that I took it with me to work, and the more I tried it, the more I began to question the sweetness. There's no question that sweet potatoes are slightly sweet, but I felt it only fair to let readers know that they might find this product to be TOO sweet. Hence the reason for the 4 stars. It is still quite good, but if you find sweetness to be cloying, you might not like this product for long. But all in all, I would still recommend it.",1
1115,"As a hot drink, this made a great alternative to tea.  It's spicy and somehow refreshing.  It tastes mostly natural, and it's said to be, but I did not have retail packaging - nor are the ingredients listed online - so I have no idea what is actually in the product, and I would want to know for sure before buying very much of it.  I also would like to try it in carbonated water to see if one can make a more naural, less sugary ginger-ale.",1
1126,"I really enjoy eating these bars they have a very natural and clean taste to them.  The only thing I would like to suggest is a less sweet version of these bars are offered, they are a little too sweet for my taste but that does not take away from my enjoyment of eating them.",1
1130,"I was very excited to get some hot chocolate cups for my Keurig and even happier there was a variety pack.  I read the reviews and even there were some negative ones, I went with it anyways. I tried the milk chocolate.  It has such a weird taste to it.  But I gave it the benefit of the doubt and tried another later that night.  Same weird aftertaste.  I asked my husband to try it to make sure my taste buds weren't off. He commented that it had a ""hot plastic-y"" aftertaste to it.  Not even worth drinking.  Too bad I have 34 more cups that will go to waste.",1
1140,"Described as an alternative to soda, Switch is a carbonated fruit drink made from 100% natural juices (although not necessarily the ones listed as the flavor).  Made mostly out of apple and grape juice, The Switch Orange Tangerine does in fact have an (oversweet)orange-tangerine flavor -- followed by a strong vitamin aftertaste. It tasted like drinking a soda made from crushed Flintstone vitamins.  Want a better carbonated fruit drink?  Pour half a glass of orange juice and add club soda.",1
1141,"I did not find this drink anything special in terms of taste; it is orange juice infused with carbonation. The juice is quite acidic and you don't feel that there is 100% fruit juice. The drink comes in cans rather than glass bottle which would have helped the drink maintain the juicy taste longer. It does not have any preservatives and it is gluten free, no sugar and no artificial flavors. This drink doesn't have any special features and it doesn't stand out well in a market crowded with many drinks.  1.  IZZE Fortified Sparkling Juice, Pomegranate, 8.4-Ounce Cans (Pack of 24)  2.  Minute Maid Mixed Berry Juice, 24 - 10 fl oz Bottles, 240 fl oz  3. Cal Valls Certified Organic Juices - Clementine (24 fluid ounce) by igourmet.com",1
1156,"For a chocolate chip cookie, this is a tasty product. But for a source of protein at the same calorie count as a candy bar, this cookie tastes ridiculously good.",1
1159,"If you like Orange Crush you may become a fan, but it's too much of a hybrid for me. The main two ingredients are reconstituted apple and grape juices. It contains something called Acerola juice, which is high in Vitamin C (and indeed the can contains 100% of your C and 20% of your A).  The sugar content is high---34 grams---which brings the carb percentage up to 12% for the day and the calorie count to 140. I think it tastes too acidic for anyone who is watching carbs and calories to be willing to ""spend"" them on Switch, which almost tastes like carbonated TANG.  I've tried the Ooba drinks, and they are much lighter and more refreshing. Guess I'm just not ready to make the Switch!",1
1162,"I didn't like this drink at all! It had a very strange, almost chemically taste to it. I also didn't appreciate Switch marketing itself as ""all-natural"" but had ingredients like ""natural flavors and colors"". What are they?? Are they even natural?? I even let my three year old try it but she couldn't even swallow it and spit it out in the sink. Too bad. It would have been a good alternative to sodas but not with this horrible taste. My daughter and I much prefer the OOba Hibiscus drink.",1
1167,I've used this BBQ sauce before and it is good especially considering that is free of so many negatives (like corn syrup and for us gluten) but the price on this can't be right.  Order directly from the Daddy Sam's website to pay $5.50/19 oz bottle.  This price would HAVE to be a case price although the description says 19oz.,1
1188,I happen to like foods that arent as sweet as kool aid or other sugary drinks. Very refreshing after mowing the lawn and helped  keep those afternoon headaches away.,1
1192,"Since visiting Hawaii, I have fallen in love with Passion Fruit Juice.  This flavor is hard to find, even in California.  Often other tropical flavors are mixed in.  This tastes exactly like I expected it too.  It is very concentrated.  I am happy with about an ounce in a 20 ounce bottle.  I add water, ice and Splenda to taste.  The directions say to mix the 16.9 ounce bottle with 8 more bottles of water = makes over a gallon.  As far as I can tell, it is unsweetened.  It does contain some preservatives including cirtic acid, sodium bezoate and metabisulphite.  This comes from Brazil.  Great product!! I use it for juice, to flavor Greek yogurt, and to add to a white or yellow cake for a tropical flavor.  You can also make a great pie.  Follow your favorite lemon chiffon recipe, and use this instead of the lemon juice.  I will be buying more.  I bought 4 bottles = same shipping cost as one bottle!!!",1
1198,"First off, I love these Torani sugar free syrups, it's a great no calorie way to sweeten and add flavor to your coffee.  I purchased my first bottle locally in a gourmet shop, for about $13.  Buying the three pack on amazon is like getting a bottle for free.  FYI, bottles from amazon are plastic, which I don't mind at all - less likely I'll break them while stumbling through my morning routine.  :)  Great price, fast delivery.",1
1203,"I just found PB2 and PB2 with chocolate and I am thrilled.  I love sugary goodies but I'm not a fan of calories and I don't like chocolate.  I thought I'd try PB2 with chocolate anyway and I'm so glad I did!  Eating a serving or two of PB2 with chocolate satisfies my sweet craving without breaking my calorie bank!  Sometimes, when I want to splurge, I spread some PB2 with chocolate on a graham cracker, spread some marshmallow fluff on another and sandwich them together! YUM!",1
1209,My kids love these and I love giving them a treat that is not full of artificial junk. I have also tried them and they are very good.,1
1211,"I really like the fruity taste of this tea - so much so that I can actually drink it without sugar.  If you like fruity teas, you should try this product.",1
1214,"These are great tasting bars. I could eat them all day, but the problem is that they are not filling at all. You eat one and it doesn't feel like you ate anything at all, which is why I have to give it 4 stars instead of one.",1
1223,"It's Crunchy, I'm now love the smoother Nana's Like  Nana's No Gluten Lemon Cookie, 3.5-Ounce Cookies (Pack of 12)  or  Nana's No Gluten Chocolate Cookie, 3.5-Ounces (Pack of 12)  you get the idea I hope!! I don't have coffee or Chocolate anymore! If you don't have a problem GREAT but I found out I do!!",1
1228,"I love the taste of Total, and it's good for you!  Even my kids love it :)",1
1235,"We picked some of these up this week. They're very convenient and quite handy to have around just to grab when you're walking out the door. The taste is about what you'd expect from Hershey's chocolate milk, it's chocolate, it's sweet, and it's really good. It's nice that they don't need to be refrigerated either, at least until after they are opened.  On the one hand these are better for a child than cola, but on the other hand there's still a lot of sugar in them and 200 calories in only 8 oz. I'm looking at the servings right now and for one container it has 29 g of sugar. I'll grant you it's not empty calories because there's 30% of the daily intake of calcium, but still if you can train the kid to drink skim milk that's fewer calories for them.  When I was a kid my parents used to give me skim milk with not much chocolate powder in it. My real treat was the 2% chocolate milk at school, but it was fairly rare to get it; they'd have chocolate milk maybe once a week. These things probably aren't all that bad by comparison to some of the junk food kids eat. I just feel a little wary if feeding them lunch for lunch because the calories do add up.  I'd never tell anybody how to raise their kids (or what to drink themselves), but I for one plan to have these as a treat every now and then instead of as a regular part of my diet. Anyway, they are tasty and I'd recommend.",1
1238,"My husband and I both reach for these any time we need a little snack. They are tasty, have only healthy ingredients. Best of all we can eat several as the calorie count for them is 22 per large cracker!!  We have even taken them on vacations as they weigh next to nothing so they add no weight to our luggage.",1
1241,"We love Pop Tarts (the name brand ones) but wanted to get away from all the chemicals, food dyes, and especially HFCS that those are loaded with. These are a great substitute!",1
1245,This bar was recommended by my strength and conditioning coach.  It tastes great and ingredients are very good.,1
1248,"I have to admit, I liked the watermelon strawberry flavor better than this one, kiwi berry, but this was just as flavorful and just as pleasant. Just the right amount of carbonation and sweetness, and I really loved the fact this has no corn syrup or refined sugar. The small can size is also very handy because it's easy to slip into a bag and it's exactly one serving size. As I mentioned with the other flavor, this drink doesn't have a weird aftertaste or leave a lingering flavor on the tongue--it's very clean and refreshing.",1
1249,Very tasty...Our family loves this soda.  I especially like that it's all natural! No HFCS.  It's very light and fruity and not too sweet.  It has a very pleasant light pink color.,1
1250,"I enjoyed the flavor of this orange soda.  It was not overly sweet and the orange flavor had just enough tartness to it.  I am glad it does not have any HFCS in it, but the calorie count is still quite high from the natural sugars.  All in all, if you are looking for a good orange soda, try this one.",1
1259,"This is simply one of the best low calories food out there. Great taste, low calories, low sugar, high fiber. If you want to eat pasta and don't want to rack up the calories, one answer: FiberGourmet!!!!!",1
1269,I purchased these as a nice treat for our 4 children. I try not to buy foods with artificial colors or flavors so when I saw these we tried them. All the kids and adults like them. I will certainly buy them again.,1
1285,"I bought 2 bottles of this Tart Cherry Juice because they were cheaper than TART IS SMART. They may be providing the Anti Oxidents that they say but they completely failed me in helping to sleep better at night. I returned 1 bottle to Amazon & went back to TART IS SMART. I used to wake up 3-4 times a night & have trouble getting back to sleep. Being nearly 80 & retired, I can sleep in if I choose. With my TIS formula, I get to sleep fairly quick, wake up 7 hours later & get anothert hour or two after visiting the bathroom. This product may work much better for you but I found one that works for me & will stick with it forever. I hope to read YOUR opinion of this product soon?",1
1290,"Fruit-flavored mentos are a delicious candy.  The flavor is teriffic.  Although there are several different colors, they all taste a bit the same to me, which is a general fruit flavor.  I also really enjoy the texture as well.  These mints are chewy on the inside, but on the outside, they have a bit of soft crunchy shell.",1
1291,I LOVE THIS STUFF THE NEWER BOTTLES DONT LOOK LIKE THIS BUT ITS SO FILLING AND DELICIOUS.CARROT JUICE IS MY SUPER FOOD,1
1296,The banana flavor lean body has a great taste! It doesnt have the watered down nutri-sweet taste to it either. I have been very satisfied with the lean body ready to go shakes so far although I havent yet tried all the flavors. My husband usually drinks the pure protien ready to go shakes and he recently got a hold of mine and now he wants me to buy the lean body ones for him because they taste so much better. I told him he cant because they are more expensive then his but I dont think he's going to let me get away with it!,1
1305,"I use about 1 and 1/2 scoops in my 24 oz. bottle and it tastes great.  It allows me to drink more than I would plain water, which is the best way to stay hydrated.  So far, no complaints.",1
1306,"If you like nuts and you're looking for a healthy, great tasting snack, you can't go wrong with Almond Crunch!  My husband and I recently eliminated high fructose corn syrup and partially hydrogenated soybean oil from our diet and we feel so much better.  Trying to find tasty snacks that don't contain these products is not easy so we were thrilled to find Mrs. Mays Naturals.  We love the Cashew Crunch as well!",1
1307,"Not a big fan.  Will not buy this again.  plus she eats it really quick too, other than the throw up part.",1
1315,I am so glad that Swiss Miss has the K-cup products. I have one every morning as I do not drink coffee :0) Perfect amount of flavor. Not to watery and not to strong.,1
1320,Love the fact you can make as much or as little as you need.  You don't have to open the can and waste 1/2 the can.  They taste just a good as coming out of a can!,1
1321,"I've tried several brands and this is true to the taste of fresh coconut water, though slightly more dilute.  The ""wholesale"" price here doesn't make much sense to me.  It's about $5.75 per liter in an 12 pack.  I get it for $4.99 at Publix.  The only disadvantage is that they only have maybe 4 or 5 at a time, but I'm one of few buying it and I sweep the shelves of it (LOL).   I'm 37 weeks pregnant and this helps decrease the swelling in my legs and keeps me well hydrated.  I don't experience any leg cramps like I did during my first pregnancy.  I think the potassium makes a huge difference.  And with a tendency towards gestational diabetes, the low sugar content vs. other sports drinks is a huge advantage.  They should market this directly to pregnant women with diabetes (with no renal issues).",1
1325,"If you love chocolate and fruits, this is the product for you. I have just finished my first bag, and I still can't get over the taste. The candies are bite-size, and (even though I hate using cliches) you simply can't get enough of them. The chocolate doesn't taste bitter, but it's not too sweet either, and the pomegranate enhances the flavor with a slightly sour touch. Overall, just like those commercials say, your mouth will thank you.",1
1327,This product was a complete disappointment. Tastes like mushy pineapple. There was no papaya taste.,1
1329,"These are very tasty, but way too sweet & sugary.  I felt like I was eating candy instead of meat.  If that's okay with you, then you'll probably love these, but I was looking for something a bit healthier.  Yes, I know it says 'sweet' in the product name, but I bought it because of the no hormone, no antibiotic, no artificial ingredient aspect.",1
1331,really bad taste. Not natural at all. We bought a pack but only used one. I wish we hadn't bought it.,1
1334,"If you think this is going to be a healthy product, you are sadly mistaken. It still contains 36g of sugar per can!  If you want to end up a fat diabetic, by all means, try it. Otherwise, try the ZERO CALORIE, ZERO SUGAR, ZERO CHEMICAL naturally fruit flavored seltzers like those by La Croix.",1
1335,"These bars are a tasty snack.  The taste is like a dry carrot cake.  It is a little chewy, and has a nice texture, with nuts and raisins.  It is surprisingly high in calories, 180 for each bar.",1
1339,"These cookies are absolutely amazing. My three year doesnt like a lot of snacks and cookies and hes very picky, but he likes a couple of these flavors. They are very soft and very delicious and extremely tasty, you almost forget that they are healthy for you. I absolutely love quaker oatmeal and these cookies are an extra treat.",1
1343,"I ordered this for my birthday. I got birthday money from family, and I ordered a couple of goodies, perfume, and this cocoa.  I love hot chocolate, and I'm always looking for new ones to try.  Based on the first review I decided to go ahead and order.  I will probably not reorder.  Mixed by itself into hot water it seems to lack thickness.  It also has too much of an artificial raspberry taste.  I like Hershey's Bliss Raspberry Chocolate much better.  I've been adding one spoonful of the Cobblestone Kitchen to my regular cocoa to give it a raspberry boost.  But, by itself, it does not stand up to the test. I plan on finishing the three remaining cans over time by using it as a stir in additive to other cocoa.",1
1344,"I tried the banana nut bread soft baked cereal bar and it was so good! If you like banana flavored anything, you will love this. This is perfect for breakfast on the go for people like me who end up eating on their commute or for an afternoon snack. It's sweet enough to satisfy a sweet tooth, it reminds me of a healthier version of toaster strudel. The best part is that is contains protein, B vitamins and fiber. I can't wait to try the cinnamon pecan!",1
1347,Loved my Quaker cookie it taste really good and is very soft unlike them other hard cookies. I could eat a whole box of these. Yes they taste that good,1
1352,I tasted a few of these and they are pretty good.  I was expecting something a bit flavorless and I can imagine happily snacking on these for a multi-day packing hike.  I will write more after I have taken them on the trail.,1
1356,This product tastes better than other coconut juices I have tried. I love that it is not sweetened. I would prefer it come in disposable cartons rather than cans but to me the taste makes it worth purchasing. I like this size also because the larger sizes are too much for me to drink at a time. The size makes it great for lunches and snacks too.,1
1357,"I want to begin by saying that I'm no Cacao expert; this is the first time I've tried it. I wanted to try it for three reasons: 1)Honestly, a trusted friend suggested it, 2)I'm always looking for healthy snacks to fill my day (I'm on the go constantly), 3)Cacao's ""supposed"" health benefits (I'm not saying it does or does not have them...just alluding to the fact that I'm no health/nutritional expert). So, here's what I think. These are going to be an acquired taste (like beer). Actually, they very much remind me of a red wine (a burgundy, maybe)...the bag even smells like wine when you open it up. They are very tiny pieces. They are very crunchy (if you have teeth that are very sensitive I'd think twice about getting these). Upon tasting them: on the front of the palate it tasted very much like a red wine, then slightly bitter, and moving to the back of the palate it tasted very earthy and you got the flavor of cocoa powder...then swallow (you are going to want something to rinse it down...it's a little grainy at that point). I like the texture and I like the taste (but then again, I like wine). I have mixed it into yogurt and I find it rather good...you get less of the wine/bitter flavors and more of the earthy and traditional cocoa powder flavors. I use honey flavored Greek yogurt. I also eat them plain as little nibbles...they don't bother me that way either (a little ""wake-me-up""). If the flavor really offends you, but you want the health benefits, you can order Organic Sugar Cacao Nibs (do an internet search), they are tossed with organic cane syrup (I will try those for a treat soon). That's all I got! Cheers.",1
1360,"Izze is probably the best carbonated beverage that money can buy. Even better than Jones soda. All of Izze's flavors are all natural and taste fantastic. I especially love Sparkling Blackberry. It's worth paying more for the quality, especially since they have fewer calories than soda, and better ingredients. Very tasty and highly recommended.",1
1362,"The variety packs taste great!  I have them every morning. At $0.30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up.  Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don't get tired of the same ole thing, and they taste great.  I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!  Taste really good and takes minutes to prepare.  Not sure why everyone on earth isn't this. Convenient, healthy, very quick, excellent quality, and extremely cheap...",1
1365,"I actually tasted the Berry/Vanilla flavor.  If you've ever eaten a fig newton, then try to imagine a fig newton, minus the fig center, with rice crispies mixed up in it.  It tastes a little grainy at first, but once I read the ingredients and realized that the grains were puffed rice, I was more at ease.  Really a good taste.  One of the better gluten free/casien free/egg free cookies I've eaten.",1
1375,Gross! I tried these thinking they would at least taste like the regular powdered mixes.  The flavor is all fake sweetener (odd since sucralose is the last ingredient) and no dark chocolate.  I am bummed because now I have a box of these cups and don't want to drink them.,1
1383,"I got this cookie as a part of my Mom Box from VoxBox. I'm not too keen on oatmeal cookies, but this one was surprisingly good. I guess I'm more used to them being hard so I really liked the soft chewiness of my cookie. Now a chocolate chip one would be fab!",1
1385,I though this product lack flavor as I taste different brands far better. There were no real flavor as I expected. Sorry,1
1392,I purchased two types of stevia to try to move from using artificial sweetener to stevia. I read recommendations for this product so I decided we would try it. This really has a strong aftertaste of alcohol and chemicals. (I was disappointed because we had two bottles of the stuff. My bad.) I threw it out because no one would eat the food that it touched.  FYI - I prefer the Stevita Stevia Supreme because there is no aftertaste with it.  I wish it was in liquid form too because that would be helpful.,1
1393,This is very good. I am taking it because I have some gout at the tips of my toes. And I exercise intensely every day. So I want to protect my joints. It's part of my daily health regiment. It's got a good taste but the directions say take two tablespoons for a 6-8 oz glass. Seems too diluted for me so I put 3 tablespoons to a 8oz glass seems to taste better. I haven't tried taking just a tablespoon straight yet.,1
1394,"Eat Think Smile Cinnamon Almond Granola Clusters is a tasty snack that I enjoyed quite a bit.  It's not exactly health food, but I don't think there would be an issue in enjoying this treat in moderation.  Eat Think Smile Cinnamon Almond Granola Clusters are made up of large granola clusters, too big to be eaten easily as a breakfast cereal but just the right size for snacking.  The most obvious ingredients are oats, almond bits, cocoa, and cinnamon.  Neither the cocoa or cinnamon taste is overpowering at all, and I found that the combination of these two tastes was much better than I would have expected.  Now as I mentioned above I would not consider this product health food, despite the claims on the package about the antioxidant power of the cocoa and cinnamon.  After all, a small serving contains 6 grams of fat and 12 grams of sugar, and among the ingredients listed are brown sugar, palm oil, and evaporated sugar cane juice.  But as a substitute for more highly processed sweets this will do OK.  Overall I am a fan of Eat Think Smile Cinnamon Almond Granola Clusters and would likely buy it in the future.",1
1396,"If your daily water consumption isnt at least 2.2L (for women; 3.3L for men) a day, then it really doesn't matter what kind of water you drink. Work on getting your consumption up to the minimum. If you are drinking upwards of a gallon of water a day, then picking a water of Atrisian type is greatly worth the health benefits. Also, plastic is quite detrimental to your health, so getting an item like Voss in the glass bottles instead of plastic is worth the price tag.  Otherwise just buy 1 glass bottle of Voss and reuse the bottle if you feel the need to impress your friends. Trust me, no one drinks Voss to impress anyone. People who do are morons and everyone around them already knows it.",1
1399,"I'm on auto and I love my water.  Just wish it was a little bit cheaper, or IF they give discounts or free 6 pack with 4 orders, it would make thing a bit easier.  I will continue to get my Essentia as long as I am able to.  The water does have a lot of wonderful advantages.  I have fluid build up in my legs and sometimes my lungs because of my heart.  I had kidney failure, this water has helped me to be well hydrated and to keep my kidneys in working order.  The water goes directly where it is needed.",1
1401,I've tried many types of chocolate drinks since I don't drink milk. This one along with Trader Joe's chocolate soymilk are my favorites. Would give 5 stars except that it's pretty expensive.,1
1415,My daughter & I were excited about trying this flavor as we both love orange juice.  This product did not impress us enough to order it as we liked other flavors more. My son also tried it and didn't care for it. The orange tangerine flavors are masked by the other fruit juices and makes it taste odd.  I like the fact that has added Vitamin C and is a healthy alternative to sodas but the flavor on this one needs tweaking.,1
1422,Love the Hawaiian Shaved ice flavors and so do my kids.  They have a rich not watered down taste that you can't beat.,1
1425,"Wow, these k cups are so yummy and perfect if you are on the go. They don't require cream and sweetener so just brew and go! The only thing I would like better is if they were sugar free using a sugar substitute and were lower fat or fat free. They do taste yummy though and for the price, you can go wrong!",1
1426,These cookies really satisfy my hunger for chocolate!  They are not too sweet yet have an intense chocolate flavor without the high calories of a candy bar.  They are great!!!,1
1444,"This is good stuff...nice to have for afternoon coffee break.  Sweet enough that you feel like you're having a treat, but it's NOT a doughnut!  Really very good.",1
1447,We really enjoyed this product -- containes no sugar (contains dates and such) and it's healthy while giving you the chocolate fix you need!,1
1452,"I like these.  Like the packaging too.  These are not chocolate dipped, but cocoa powdered.  And the flavor is cocoa, not chocolate.  Very sweet.  Probably good because a few go along way.  Very flavorful.",1
1453,"This is a great BBQ sauce that even our kids really like.  A little kick, but not spicy.  Great alternative for those looking for a low carb product without chemical sweeteners.",1
1454,"these are very flavorful fruit snacks.  My kids and i prefer them to others that have many more unhealthy ingredients.  they are pricey, but anything that says organic tends to be.",1
1455,"Normally I just don't like powdered drink mixes but these are really good! The package says that half a packet is for 16 ounces of water and has two servings per packet.  I used them in 32oz of water the first time however, it was sweet enough that I cut back to a little more than half a packet for 32oz and it still had a nice sweetness.  It's a great product and I would purchase it without any reservation.",1
1457,This is the only drink that has effectively replaced the urge to drink diet soda for me.Low in calories and super refreshing at lunch.Its like I am on a tropical beach looking at the ocean (at work).Now that's nice.,1
1467,"Finally I found a whole bag of ONLY GRAPE Jolly Ranchers!  They are delicious and have been rather popular in my candy jar in my office (lots of thieving coworkers). $36 for 160 or these and 160 Cherry was a bit steep, but I think I'm ahead in the end for not throwing away all the undesired flavors in the multi-flavor bags.",1
1469,Found these at Meijer's. Couldn't wait to try them. I think these are better than the regular chocolate ones. A much better chocolate flavor. Love them! Will be buying these instead of the other ones.,1
1473,"Quitting sugar is HARD. Nana's cookies make it MUCH easier. I get to enjoy the sweet & chocolately taste I crave, without the sugar or chemicals in most other cookies. They are delicious and very satisfying. Because they are sweetened with fruit juice, my blood sugar does not get spiked, so I do not get a ""high"" followed by a crash after eating these cookies. Nor do I feel addicted to them, like I do when I eat products made with sugar. And, I like that they are gluten free, since we are bombarded by products made from wheat, and I crave a variety of grains, like oats and rice. I highly recommend these cookies - I eat them regularly and they fulfill my craving for sweets, which has been so helpful in making better food choices when I am faced with temptation. And on Amazon, they are priced very reasonably, and worth every penny.",1
1485,"So many ""healthy"" products don't taste very good.  Or taste good when you first try them and then go downhill.  I've had these chips on more than one occasion and they are very tasty.  I've served them to guests twice and both times they wanted to know what they were and where to get them. It's also nice to have something gluten-free for friends who are borderline diabetic...but I would eat them anyway.",1
1488,This tastes terrible...  Like putting aritficial sweetener in already sweet hot chocolate.  The best I have tried so far is Swiss Miss Hot Chocolate K-Cups.  Don't think they are sold on Amazon yet...,1
1491,This is a tasty flavor but not one I could drink everyday.  The honey flavor makes it a little sweet for my palette but for a dessert coffee it works wonderfully.  I won't but this for everyday repeated use but it is a good special treat flavor.,1
1495,"I use this every morning for the protein. Low calorie, lots of protein and I love the coffee flavor. Not a fan of the hot, but I throw it in my Magic Bullet with ice and water. Frozen and delicious.",1
1496,Gives popcorn a pleasing color and lets the corn pop fully. I have been very satisfied. I will purchase more of this.,1
1500,Never just made the orange by its self.  Miked it 50 50 with the cream soda made by the same company.  People were begging me for the recipy.  I never follow the instructions.  i have tasted this brand of soda prepared very poorly.  not by me tho.  Tip:  1 pound of sugar per gallon.  no more.  no less.  that is the master rule.,1
1509,"I have started eating almonds as a healthy alternative to fatty or high-carb snacks, but wanted something to satisfy my sweet tooth on occasion. These Cocoa Roast almonds fit the bill nicely. They just have a dusting of cocoa, so there's no more fat or unhealthy stuff than you would find in regular almonds, but you still get a nice chocolate taste. They are just a little bit sweeter than I really want (I like dark chocolate, semisweet or bittersweet) but still a great once-in-awhile snack!",1
1510,"I love coconut and pineapple, but I was not wild about the ONE Coconut Water with a Splash of Pineapple. It wasn't BAD ... it had a mildly coconutty (though not sweet) flavor, but it just wasn't anything special. It was rather bland, and I had a hard time finishing it as it started to warm up. Since I'm not a competitive athlete and don't have any great need to replenish my electrolytes, I'd rather just drink water.",1
1514,Very tasty product...and low fat and natural. I have tried most of their flavors and like them all. Will buy again.,1
1519,"These are absolutely delicious and healthier than other cookies since made with wheat flour, rice syrup and cane juice rather than white flour and sugar.  My kids love them and enjoy them as a snack with a glass of milk.",1
1526,"This is the only store bought cookie I will eat. When it's Kashi, I know its healthy. Love the wholesome goodness of oats with the chocolate chips. This is a staple in my house. Treat yourself.",1
1531,The product is as advertised.  Very good chocolate.  It is a good alternative for those who do not drink coffee.,1
1538,"This product is simply for cheap liquor since taste and quality is not important!  I prefer to drink my Grey Goose straight; however, on occasion it is absolutely delicious with a very tiny splash of olive juice.  This product was a a quick fix for me to stop purchasing olives in order to use the juice.  It's not worth it!!  The after taste is worse!!",1
1541,"Eat. Think. Smile. Granola clusters Cinnamon almond is 12 ounces of good eating.  Healthy, yet delicious granola clusters with almonds and cinnamon get the extra treatment of cocoa powder!  This delicious coating adds antioxidants and taste.  Whole grains give these treats thumbs up for me.  But all these healthy elements do add up to 160 calories per 1/3 cup serving.  Perfect for snacking right out of the bag, or I would eat them with milk or on top of yogurt.  Although these are definitely vegetarian, I do not know if they are vegan; as the ingredient list includes sugar and honey.  The product's website did not disclose that it is in fact vegan, so I would assume not.  I highly recommend this tasty, healthy snack!",1
1554,"Sweet and tasty, my whole family love it. My secondary favorite chocolate brand (Lindt is always on the top of my list), cheaper than Lindt.",1
1555,"I had high hopes for the convenience of this product.  My daughter LOVES hot chocolate. This really was a total disappointment.  I threw these kcups out.  If you use the smallest setting on your Keurig, you get 3 oz of watery hot chocolate.  Larger settings are not drinkable.  Save your money and get cocoa packets or a good tin of hot cocoa - and take advantage of the instant hot water the keurig provides.",1
1559,"If you like sugar and tropical fruit, these snacks are for you.  They are small chunks with lots of flavor and they taste great.  My kids love them and I have purchased them many times.  Also good on cereal.  Sugar gets a bad rap, I recomend it for good health!",1
1579,"These are delicious and though they have a lot of sugar they also have a lot of vitamin C.  If you have trouble getting the kids to eat oranges, strawberries or anything with vitamin C - these can help.  These sell for a good price too, especially with the food discount going on!",1
1584,"This tastes like it has artificial sweetener in it and doesn't taste very chocolatey. The name brand cocoa Kkups are better, or just dumping a regular cocoa packet in a cup and running the water through into it is better.",1
1591,"First, my shipment arrived without any dent or leak in any of the cans which is awesome. I will begin to review all the flavors (except for cherry, I have not tried the cherry one) :  - Grape : This one is my favorite. It tastes almost like normal grape soda but you can still taste the real fruit juice. It leaves the after taste of real grape juice. The carbonation is about the right amount.  - Orange : My second favorite flavor. It was very yummy and taste very real. If you let a friend drink it, he/she will be able to tell it is made from real juice and not artificial flavor.  - Lemon lime : Great combination of flavors. The tartness is just right but the flavor is just ok, nothing impressive.  - Kiwi/berry & Watermelon/strawberry : I found these two too sweet. The kiwi/berries taste is too strong it almost reminds me of artificial flavors in candy.  - Cherry : I did not try this flavor but my boyfriend said it is his favorite and he loves it.  Bottom line : Get this variety pack to see what flavors you like. My bf and I both love carbonated drinks but stopped drinking regular soda a while ago due to high fructose corn syrup.  The can size is a little small but it is easy to pack with your lunch to take on the go.",1
1592,"Ya know, when you're on a gluten-free diet, you YEARN for those forbidden treats - like licorice! (and malted milk!) Realizing that true licorice on this challenging diet is in the past and not likely to ever be repeated in the near future, we need to alter our expectations for this treat.  I had tried this company's raspberry laces and strawberry laces - pretty good, although not easy to chew (think bubblegum).  Not REAL licorice you understand, but pretty doggone good as an alternative.  So I thought I try these too - how bad could they be?  I found them pleasant to chew - not tough at all.  But the taste?  Nasty and medicinal cough syrup with an aftertaste that is truly awful.  So I'm stuck with 11 packs.  See if you can't find a source where you can buy just ONE pack to try out.  Your tastes may be different than mine, and you might enjoy them.",1
1599,"This is very tasty and has a moderate black cherry flavor with some tartness.  I understand others' comments regarding this having a slightly prune juice quality.  Kind of tastes like 70% cherry juice mixed with 30% light prune juice.  I attribute this to the pasteurization process plus it's not filtered unlike a lot of prepared juices.  Still, I like it.",1
