Text,Topic label
"I love Taco Bell so I knew I would love this sauce.  I have used it on chicken, veggies, baked potatoes and most recently, I put it on my mashed potatoes.  You can use this in many ways, salads, meats etc. The taste is creamy, rich and spicy but not too spicy.  it has a little kick to it and if you like jalapenos, then you will like this.  I am not a big fan of alot of spices and when I cook, I really cook plain but I do like this product.  It's not too much and not too little.  If you want to add a little zest to your every day meals, this is a good way to go. *************************************  THIS IS AN UPDATE, 2 WEEKS LATER Ok, for me, this sauce is not too spicy, however, I served it 2 times to company.  One time I used it as a dipping sauce for veggies and another time, I used it for a topping on taco night in my house.  Both times, my friends and family said it was too spicy for them.  I personally like a kick but they all found it too spicy but they loved, loved the taste, it was just too spicy.  One of my friends actually started coughing and asked for a glass of water.  So, if you like spice but not heat, this is a great sauce. There are many, many ways to use this and it really can stretch your budget by adding zest to boring ole chicken and fish.  However, it may be too spicy for those of you not used to it..but it tastes great.",carbohydrates_meal
"This hot chocolate tastes like hot sugar water with a pinch of coco in it. Although, even the sugary taste is weak, and tainted by the flavor of the artificial sweetener sucralose. The consistency is watery and bland. This is when I made the 8oz cup as directed by the directions on the box.  I do not recommend this product.",carbohydrates_meal
"This soup mix is so easy and tastes great! That being said, I add, 1 can of chicken breast, 1 can of white kidney beans, 1 can of stewed tomatoes and 1 1/2 cups of frozen corn. I also add another 2 cups of water so it yields much more than 6 servings and is VERY hearty!  Overall, still a great price!",carbohydrates_meal
"I like Japanese soups and just love the similar products from San-J (also available from Amazon -- get those, they're 5-star!).  This Miso-cup brand is terrible. I can't tell you more than this is just yicky. I wish there was a zero-star rating!  I didn't finish the first cup even (but I'd already tried and re-tried another Miso-cup flavor and hated it). Therefore, I only used one envelope before giving away the rest. Oh, why did I stray from San-J? Actually, I thought it might be worth trying Miso-cup's different flavors to add variety to my afternoon broth experience. It was this flavor, in particular, that I was most interested in trying for variety. But now I know that ALL the Miso-cup brand are equally dreadful!!!  I gave these and the other Miso-cup boxes to a Food Pantry BUT I told them first why to warn others it might not suit them. Get the San-J brand!!!",carbohydrates_meal
When Habanero is in powder form it doesn't taste the same nor does it have the same heat. It's almost physically impossible to get a Habanero powder to taste decent. Go with Habanero flakes instead. They taste better and pack a lot more heat.,chocolate_milk_nuts_oil
"I love this stuff.  You can make it with milk or almond milk and put some whipped cream on top, it's amazing.  You can also blend it with ice to get a frap style drink.",chocolate_milk_nuts_oil
"I love this organic coconut manna. I eat it by the spoonful and I use it for cooking. It has a light, pleasant coconut flavor. The packaging is convenient and keeps the product fresh. The benefits of coconut are wonderful. Give it a try!",chocolate_milk_nuts_oil
"The maple syrup tastes really good and sweet. I use it in cooking and on pancakes. A good deal,I will buy it again.I like supporting a US family company too.",chocolate_milk_nuts_oil
"When I bought my Keurig brewer, I eagerly looked for other beverage options for my wife who is not a coffee drinker.  I'm still looking.  The Grove Square Hot Cocoa had a nasty aftertaste, almost metallic.  No amount of cleaning/tinkering with the brewer made any improvement.  I used the brewer to make hot water for a Nestle Hot Cocoa pack, and that was a far superior beverage.  The Grove Square quickly found it's way to the trash.  I'll find quality mixes and use the Keurig to heat the water from now on.",chocolate_milk_nuts_oil
"Hot from the toaster, add a scoop of ice cream - I like chocolate - drizzle with some hot fudge sauce and a dollop of whipped cream - ooooo! It's too good. Not just a toaster pastry anymore.",chocolate_milk_nuts_oil
This stuff is awesome! I love the fact you can eat it right out of the pouch since it already has an amazing taste to it.,chocolate_milk_nuts_oil
"I love the bitter taste of chocolate, so I did some research on cocoa and found mostly positive reviews of raw cocoa. I did however find one negative review saying that theobromide, the primary stimulant in cocoa, is unhealthy and has similar side-effects as caffeine. I got the powder anyways to dispel the mystery myself. While I did have a small crash afterwards (after 3 tablespoons), the surge in energy that I felt was definitely worth it. It was not the jittery surge I was warned about, and the crash actually helps me sleep if I time it right. Not to mention the taste is so good (and yet mild) that I could eat it by the spoonful on its own. Thinking that was the end of it, I also ordered cocoa nibs. Terrible mistake. I don't know exactly why, but I got the exact side-effects I was warned about, not to mention the energy was lower in quality. This is definitely the better alternative.",chocolate_milk_nuts_oil
My cats love this food and particularly the duck flavor.  This is a high quality cat food however depending on your cat he/she may prefer another brand/flavor.  What can be said is that this is a really healthy food for your cat.,cat
"Great food for my cat.  He always looks healthy, sleek, and shiny.  Has been his diet for 3 years.  The last time I ordered this food from Amazon it was around $11.  Why the big price increase?  Will look local now.",cat
My kitties eat Wellness grainfree canned food and I wanted to try the pouches after others told me their cats loved them.  So do mine!  They eat the chunks first and then lick the gravy.  So now I feed them both the canned and pouches.  I love Wellness food for my cats.,cat
My cats absolutely would not eat this food so it was a waste of money..it is just sitting in our cabinets.  I will donate it to a shelter...,cat
"I made the mistake of believing that Science Diet was the best choice for my cat after the woman at the animal shelter mentioned it as the food they use. After doing some research I realized that Science Diet is no better than any grocery store generic brand or Iams (I would NOT recommend ANY of these options).  The main ingredients are Chicken By-Product and Corn. Here are some interesting facts: Cat's can't digest corn...in fact, they are obligatory carnivores and only eat up until the point of reaching optimal nutrition. When I fed my cat the science diet he ate ALL THE TIME, constantly. After switching him over to Castor and Pollux Indoor Cat Formula he eats much less now.  Also, By-Product means just that...beaks, feathers, toe-nail clippings, meat not suitable for human consumption, dead animals, etc. -- Totally not worth the $$$ ...it's cheaper just to dig in the trash and puree it yourself (doesn't sound so appealing does it??). Science Diet is notorious for implying superior quality products when they are in fact no better than all the other terrible pet food you find. Don't let your vet fool you either- vets usually get a 40% cut from Hill's to sell you their cat food.  My recommendation is to use common sense and to do some research. Try brands like Newmans Own or Castor and Pollux as they have wholesome ingredients and a proven track record.  I later called the shelter only to hear that they are required to feed the animals Science Diet as it is donated and they have a special arrangement with Petsmart to house their animals in their in store adoption centers. A requirement is to exclusively feed Science Diet to the animals.  TRY THIS INSTEAD:  Castor & Pollux Ultramix Indoor Feline Fomula Dry Cat Food, 15-Pound Bag",cat
"looking for no points but this has a funny taste, on weight watchers but prefer pb2 so will take the 1 pt value",cat
"I see alot of good reviews for this product. It had the ingrediants I was looking for at a great price. Unfortunately, my cat just didnt go for it. We usually get blue buffalo or Taste of the Wild.",cat
"I switched to Felidae canned cat food to help control the weight of my cats; my vet says some cats don't metabolize the carbs of dry food well. I started with Science Diet, but that quickly broke the bank. After 4 months, I'm happy to report my cats have lost weight eating this cat food. My dog gets Canidae (same brand as Felidae) All Life Stages dry kibble which I also recommend.",cat
